échantillon,cellule,modèle,n,justesse,justesse_ic_bas,justesse_ic_haut,d_justesse_vs_marché,d_justesse_ic_bas,d_justesse_ic_haut,auc,auc_ic_bas,auc_ic_haut,brier,brier_ic_bas,brier_ic_haut,d_brier_vs_marché,d_brier_ic_bas,d_brier_ic_haut,logloss,p_moyen,p_sd
période complète,Tous,market,48323,0.511227,0.504884,0.517471,0,0,0,0.517909,0.50915,0.525045,0.249857,0.249635,0.250073,0,0,0,0.69287,0.49998,0.017579
période complète,Tous,logit_ind,48323,0.517207,0.510728,0.523556,0.00598059,-8.27717e-05,0.0121267,0.526075,0.518007,0.533199,0.249665,0.249132,0.250224,-0.000192461,-0.000647525,0.000262307,0.692485,0.495875,0.0381394
période complète,Tous,hgb_ind,48323,0.51818,0.511243,0.524964,0.00695321,0.000558322,0.0136737,0.525476,0.517113,0.534012,0.249708,0.249131,0.250297,-0.000149465,-0.000627379,0.000315942,0.692571,0.493753,0.0398462
période complète,Tous,logit_ind1s,48323,0.524512,0.517773,0.531013,0.0132856,0.0051092,0.0222204,0.535801,0.527232,0.542663,0.249985,0.249155,0.250836,0.000127803,-0.000619794,0.000910697,0.693297,0.484,0.0578667
période complète,Tous,hgb_ind1s,48323,0.522691,0.515789,0.529211,0.0114645,0.00308242,0.0198242,0.536014,0.527967,0.542431,0.249558,0.248814,0.25035,-0.00029889,-0.000959135,0.000393983,0.692303,0.486508,0.0564334
période complète,Tous,logit_tw,48323,0.522629,0.516398,0.528633,0.0114024,0.0030206,0.0198572,0.534446,0.52893,0.541759,0.250277,0.249405,0.251169,0.000420046,-0.000443411,0.00129006,0.693878,0.491989,0.068098
période complète,Tous,hgb_tw,48323,0.52176,0.515796,0.527919,0.0105333,0.00308087,0.0187558,0.532525,0.525939,0.539664,0.249912,0.249156,0.250661,5.43158e-05,-0.000704348,0.000755817,0.693044,0.492788,0.059645
période complète,Tous,gap_m30,48323,0.52416,0.518092,0.530269,0.0129338,0.00391008,0.0214145,0.532108,0.525723,0.539152,,,,,,,,,
période complète,Tous,rev15,48323,0.509095,0.502203,0.515513,-0.00213149,-0.00921317,0.0046796,0.51415,0.506183,0.521622,,,,,,,,,
période complète,Tous,always_up,48323,0.499493,0.491296,0.508342,-0.0117335,-0.0204221,-0.0024189,,,,,,,,,,,,
période complète,Tous,mkt_gt_05,48323,0.512882,0.506839,0.519009,0.00165553,-0.00273223,0.00602442,0.517909,0.50915,0.525045,,,,,,,,,
période complète,Tous 5m,market,36242,0.508526,0.502331,0.514628,0,0,0,0.515222,0.507894,0.521461,0.249907,0.249703,0.250105,0,0,0,0.692968,0.500019,0.016887
période complète,Tous 5m,logit_ind,36242,0.516638,0.509842,0.523202,0.00811214,0.00168271,0.0145695,0.525391,0.518499,0.532897,0.249722,0.249189,0.250256,-0.000184849,-0.000646796,0.000287949,0.692598,0.495065,0.0384969
période complète,Tous 5m,hgb_ind,36242,0.519066,0.512348,0.526043,0.0105403,0.00366923,0.0177134,0.525415,0.517819,0.532399,0.249723,0.249166,0.250305,-0.000183621,-0.000671935,0.000310858,0.692602,0.493139,0.0392879
période complète,Tous 5m,logit_ind1s,36242,0.52395,0.517398,0.530772,0.0154241,0.0067605,0.0245348,0.53703,0.528679,0.54415,0.249849,0.248957,0.250704,-5.72253e-05,-0.000897504,0.000763824,0.69302,0.482748,0.0604482
période complète,Tous 5m,hgb_ind1s,36242,0.524723,0.51796,0.531289,0.0161967,0.00772324,0.0246089,0.539845,0.532124,0.545854,0.249287,0.24844,0.250111,-0.000619408,-0.00138629,0.000158628,0.69176,0.486441,0.0598353
période complète,Tous 5m,logit_tw,36242,0.525054,0.518564,0.531524,0.0165278,0.00756041,0.0254979,0.537826,0.531764,0.544536,0.25027,0.249251,0.25124,0.000363113,-0.00061837,0.00129734,0.693884,0.490367,0.0730943
période complète,Tous 5m,hgb_tw,36242,0.525909,0.519633,0.532626,0.0173831,0.00899205,0.0259712,0.536913,0.529902,0.544013,0.249758,0.248892,0.250611,-0.00014871,-0.00103419,0.000686745,0.692757,0.4914,0.0653074
période complète,Tous 5m,gap_m30,36242,0.524585,0.518156,0.530972,0.0160587,0.00739283,0.0246391,0.533895,0.526757,0.541085,,,,,,,,,
période complète,Tous 5m,rev15,36242,0.510182,0.50335,0.516709,0.00165554,-0.00537974,0.0090527,0.515458,0.508456,0.523357,,,,,,,,,
période complète,Tous 5m,always_up,36242,0.499227,0.49193,0.507189,-0.0092986,-0.0169365,-0.000744184,,,,,,,,,,,,
période complète,Tous 5m,mkt_gt_05,36242,0.510899,0.50458,0.516985,0.00237294,-0.00270603,0.00747854,0.515222,0.507894,0.521461,,,,,,,,,
période complète,Tous 15m,market,12081,0.519328,0.507861,0.530158,0,0,0,0.524415,0.508566,0.53724,0.249709,0.24928,0.250165,0,0,0,0.692578,0.499863,0.0195077
période complète,Tous 15m,logit_ind,12081,0.518914,0.507566,0.529926,-0.000413873,-0.0120821,0.0119246,0.528086,0.514218,0.539342,0.249494,0.248653,0.25034,-0.000215298,-0.000897648,0.000477889,0.692146,0.498308,0.0369398
période complète,Tous 15m,hgb_ind,12081,0.51552,0.503521,0.526746,-0.00380763,-0.0153227,0.00753062,0.525688,0.512162,0.538351,0.249662,0.248685,0.250674,-4.7e-05,-0.000777251,0.000740363,0.692476,0.495598,0.0414212
période complète,Tous 15m,logit_ind1s,12081,0.526198,0.514642,0.53724,0.00687029,-0.0067863,0.0198568,0.53285,0.517652,0.544727,0.250392,0.249231,0.251609,0.000682872,-0.000362017,0.00178659,0.694129,0.487756,0.0491269
période complète,Tous 15m,hgb_ind1s,12081,0.516596,0.504554,0.527427,-0.00273156,-0.0177965,0.0110138,0.521131,0.507306,0.531725,0.250372,0.249363,0.251496,0.000662635,-0.000228585,0.00166685,0.693931,0.486711,0.0446998
période complète,Tous 15m,logit_tw,12081,0.515355,0.503971,0.526567,-0.00397318,-0.0189507,0.0105975,0.525849,0.511061,0.540351,0.2503,0.249139,0.251508,0.000590842,-0.00051117,0.0017833,0.69386,0.496855,0.0498953
période complète,Tous 15m,hgb_tw,12081,0.509312,0.498013,0.521476,-0.0100157,-0.0247498,0.00612684,0.517128,0.505589,0.531932,0.250373,0.249463,0.251293,0.000663378,-0.000319114,0.00158446,0.693903,0.496953,0.0375748
période complète,Tous 15m,gap_m30,12081,0.522887,0.511999,0.533996,0.00355931,-0.0124928,0.0189622,0.526655,0.514962,0.538359,,,,,,,,,
période complète,Tous 15m,rev15,12081,0.505836,0.49379,0.517268,-0.0134923,-0.0266508,-0.000657898,0.510223,0.497658,0.523729,,,,,,,,,
période complète,Tous 15m,always_up,12081,0.50029,0.488249,0.513616,-0.0190382,-0.0348397,-0.00248385,,,,,,,,,,,,
période complète,Tous 15m,mkt_gt_05,12081,0.518831,0.507778,0.52931,-0.000496648,-0.00604604,0.00471701,0.524415,0.508566,0.53724,,,,,,,,,
période complète,BTC 5m,market,12081,0.513782,0.504926,0.52285,0,0,0,0.518656,0.508775,0.527947,0.249778,0.249428,0.250145,0,0,0,0.692703,0.500783,0.0206934
période complète,BTC 5m,logit_ind,12081,0.516679,0.507735,0.525456,0.00289711,-0.00736846,0.0134095,0.528029,0.517257,0.536709,0.249552,0.248893,0.250258,-0.000226962,-0.000876981,0.000422698,0.692254,0.497401,0.039431
période complète,BTC 5m,hgb_ind,12081,0.516596,0.50819,0.525027,0.00281434,-0.00769428,0.0129978,0.525286,0.515501,0.534328,0.249651,0.248953,0.250376,-0.000127632,-0.000789223,0.0005099,0.692455,0.493385,0.0407509
période complète,BTC 5m,logit_ind1s,12081,0.528764,0.520281,0.537663,0.0149822,0.00338803,0.0273958,0.542063,0.534069,0.553109,0.249588,0.248447,0.250774,-0.000190894,-0.00135145,0.00100435,0.692506,0.479909,0.0621541
période complète,BTC 5m,hgb_ind1s,12081,0.528102,0.519482,0.53687,0.01432,0.00256621,0.0263942,0.541785,0.532846,0.55086,0.249009,0.247956,0.250082,-0.000769267,-0.0017864,0.000280065,0.691179,0.486521,0.0599911
période complète,BTC 5m,logit_tw,12081,0.526612,0.517626,0.535635,0.0128301,0.000165616,0.0249294,0.540443,0.532539,0.549556,0.249926,0.248782,0.251137,0.000147031,-0.00101217,0.00135797,0.693135,0.490245,0.0684333
période complète,BTC 5m,hgb_tw,12081,0.531413,0.522351,0.54085,0.017631,0.0056266,0.0303783,0.539388,0.530757,0.54869,0.249618,0.24852,0.250702,-0.000160489,-0.0012568,0.000944072,0.692482,0.490993,0.062929
période complète,BTC 5m,gap_m30,12081,0.526033,0.517129,0.534774,0.0122506,-2.06868e-06,0.0245821,0.536143,0.527296,0.544632,,,,,,,,,
période complète,BTC 5m,rev15,12081,0.512706,0.504014,0.521312,-0.00107607,-0.0112547,0.0091922,0.515832,0.506389,0.52519,,,,,,,,,
période complète,BTC 5m,always_up,12081,0.498883,0.490318,0.50774,-0.0148994,-0.0264813,-0.00297783,,,,,,,,,,,,
période complète,BTC 5m,mkt_gt_05,12081,0.511713,0.503142,0.520357,-0.00206937,-0.00505052,0.000662418,0.518656,0.508775,0.527947,,,,,,,,,
période complète,ETH 5m,market,12080,0.508692,0.499917,0.517628,0,0,0,0.518308,0.506984,0.527712,0.249899,0.249583,0.250214,0,0,0,0.692965,0.499209,0.0173872
période complète,ETH 5m,logit_ind,12080,0.513742,0.504882,0.522765,0.00504967,-0.00389488,0.014404,0.52264,0.51333,0.532195,0.249754,0.249064,0.250405,-0.000144878,-0.000711829,0.000402226,0.692657,0.49281,0.038145
période complète,ETH 5m,hgb_ind,12080,0.522517,0.513698,0.531586,0.0138245,0.0038904,0.0232501,0.526153,0.515422,0.53698,0.249594,0.248888,0.250294,-0.000305078,-0.0008819,0.000292162,0.692336,0.493163,0.0388922
période complète,ETH 5m,logit_ind1s,12080,0.519205,0.510308,0.528191,0.0105132,-0.000831954,0.0222612,0.53435,0.524699,0.543629,0.250105,0.248901,0.251205,0.000206339,-0.000895534,0.00126845,0.693576,0.485402,0.0606979
période complète,ETH 5m,hgb_ind1s,12080,0.524172,0.515438,0.532991,0.0154801,0.00355814,0.0266668,0.540849,0.53185,0.550891,0.249152,0.248099,0.250175,-0.000746767,-0.00172092,0.000192092,0.691489,0.488999,0.0590984
période complète,ETH 5m,logit_tw,12080,0.523924,0.514815,0.532821,0.0152318,0.00364061,0.0276536,0.535924,0.52687,0.546309,0.250638,0.249319,0.251955,0.000739153,-0.000580511,0.00202854,0.694666,0.490708,0.0728696
période complète,ETH 5m,hgb_tw,12080,0.524007,0.515315,0.533438,0.0153146,0.00413639,0.0272436,0.537457,0.527885,0.547767,0.24956,0.248397,0.250683,-0.000339219,-0.00147178,0.000745035,0.692341,0.491066,0.065393
période complète,ETH 5m,gap_m30,12080,0.52798,0.519495,0.536501,0.0192881,0.00711916,0.0317098,0.536383,0.527546,0.545995,,,,,,,,,
période complète,ETH 5m,rev15,12080,0.506209,0.497059,0.514948,-0.00248344,-0.0126647,0.00711695,0.513638,0.50262,0.523922,,,,,,,,,
période complète,ETH 5m,always_up,12080,0.5,0.491266,0.508864,-0.00869205,-0.0201971,0.00331046,,,,,,,,,,,,
période complète,ETH 5m,mkt_gt_05,12080,0.513907,0.504965,0.523008,0.00521523,-0.00190649,0.0126718,0.518308,0.506984,0.527712,,,,,,,,,
période complète,SOL 5m,market,12081,0.503104,0.493996,0.511962,0,0,0,0.507761,0.498442,0.517055,0.250043,0.249845,0.250253,0,0,0,0.693235,0.500064,0.011124
période complète,SOL 5m,logit_ind,12081,0.519493,0.510386,0.528497,0.0163894,0.00604102,0.0269779,0.52596,0.5176,0.535403,0.24986,0.24917,0.250541,-0.000182703,-0.000814363,0.000464458,0.692884,0.494983,0.0377576
période complète,SOL 5m,hgb_ind,12081,0.518086,0.509227,0.527153,0.0149822,0.00347421,0.0267382,0.524947,0.516045,0.534941,0.249924,0.249218,0.250698,-0.000118165,-0.000789306,0.000592192,0.693015,0.492868,0.0381739
période complète,SOL 5m,logit_ind1s,12081,0.52388,0.515282,0.53287,0.0207764,0.007782,0.0344471,0.534513,0.524826,0.54303,0.249856,0.248787,0.250932,-0.000187099,-0.00121713,0.00085265,0.692978,0.482935,0.0583049
période complète,SOL 5m,hgb_ind1s,12081,0.521894,0.513453,0.530299,0.0187898,0.00595364,0.0316125,0.53705,0.527214,0.546178,0.2497,0.248605,0.250793,-0.0003422,-0.00144934,0.00072216,0.692611,0.483802,0.060297
période complète,SOL 5m,logit_tw,12081,0.524625,0.516097,0.533278,0.0215214,0.00868511,0.0346818,0.537605,0.528828,0.546646,0.250246,0.248852,0.251554,0.000203185,-0.00115575,0.00149448,0.69385,0.490147,0.0776855
période complète,SOL 5m,hgb_tw,12081,0.522308,0.513533,0.530883,0.0192037,0.00736182,0.0314497,0.534251,0.524714,0.543468,0.250096,0.248898,0.251235,5.35612e-05,-0.00112051,0.00115326,0.693449,0.492141,0.0675132
période complète,SOL 5m,gap_m30,12081,0.519742,0.511332,0.52828,0.0166377,0.00388736,0.0288928,0.531509,0.521799,0.540037,,,,,,,,,
période complète,SOL 5m,rev15,12081,0.51163,0.502649,0.520036,0.00852578,-0.00174047,0.0192922,0.51722,0.509209,0.526519,,,,,,,,,
période complète,SOL 5m,always_up,12081,0.4988,0.490396,0.507863,-0.00430428,-0.0134954,0.00579678,,,,,,,,,,,,
période complète,SOL 5m,mkt_gt_05,12081,0.507077,0.498095,0.516094,0.00397318,-0.00753331,0.0158087,0.507761,0.498442,0.517055,,,,,,,,,
période complète,BTC 15m,market,4027,0.511547,0.496153,0.526812,0,0,0,0.510787,0.490685,0.529968,0.250399,0.249621,0.251221,0,0,0,0.693984,0.498896,0.0249915
période complète,BTC 15m,logit_ind,4027,0.516017,0.500248,0.530656,0.00446983,-0.0121648,0.0211023,0.522924,0.504642,0.540642,0.249573,0.248318,0.250848,-0.000826007,-0.00188491,0.00022742,0.692292,0.500197,0.0401236
période complète,BTC 15m,hgb_ind,4027,0.507326,0.491307,0.521966,-0.0042215,-0.0201307,0.0121798,0.5158,0.49923,0.535852,0.250432,0.249166,0.251806,3.30936e-05,-0.00100294,0.00106557,0.694029,0.495933,0.0433762
période complète,BTC 15m,logit_ind1s,4027,0.529178,0.513531,0.544215,0.017631,-0.000744786,0.035998,0.533292,0.513489,0.550056,0.250316,0.248725,0.251993,-8.29843e-05,-0.00148474,0.00145679,0.693944,0.486574,0.0499582
période complète,BTC 15m,hgb_ind1s,4027,0.5185,0.503348,0.532657,0.00695307,-0.0126645,0.0253292,0.517959,0.500103,0.534412,0.250415,0.249037,0.252009,1.68079e-05,-0.00123515,0.00144228,0.694016,0.483545,0.0464144
période complète,BTC 15m,logit_tw,4027,0.519742,0.504099,0.535138,0.00819469,-0.0129131,0.0293155,0.527216,0.511421,0.543904,0.249839,0.248496,0.251289,-0.000559545,-0.00202093,0.000948145,0.69287,0.497088,0.0455181
période complète,BTC 15m,hgb_tw,4027,0.502856,0.487711,0.518997,-0.00869133,-0.0297841,0.0134124,0.508739,0.491452,0.526435,0.250889,0.249774,0.252039,0.000490889,-0.000857715,0.00179722,0.694945,0.496205,0.035998
période complète,BTC 15m,gap_m30,4027,0.523715,0.5077,0.539493,0.0121679,-0.0104244,0.0335156,0.522977,0.507063,0.540909,,,,,,,,,
période complète,BTC 15m,rev15,4027,0.500621,0.485473,0.5159,-0.0109262,-0.0295494,0.00869139,0.505224,0.487643,0.526077,,,,,,,,,
période complète,BTC 15m,always_up,4027,0.494413,0.48001,0.509812,-0.0171343,-0.0392254,0.00422255,,,,,,,,,,,,
période complète,BTC 15m,mkt_gt_05,4027,0.512789,0.497393,0.527702,0.00124162,-0.00347653,0.00595685,0.510787,0.490685,0.529968,,,,,,,,,
période complète,ETH 15m,market,4027,0.526446,0.511426,0.541234,0,0,0,0.535573,0.517309,0.553199,0.249188,0.248578,0.249756,0,0,0,0.691521,0.499719,0.0193685
période complète,ETH 15m,logit_ind,4027,0.524957,0.509679,0.540355,-0.00148994,-0.0191164,0.016137,0.541659,0.522474,0.55749,0.248769,0.247706,0.249886,-0.000418985,-0.00132105,0.000515082,0.690691,0.494374,0.0358689
période complète,ETH 15m,hgb_ind,4027,0.525205,0.509809,0.539763,-0.00124162,-0.0169002,0.0144158,0.537749,0.519176,0.555339,0.248853,0.247577,0.250064,-0.000335356,-0.00129478,0.000611041,0.690841,0.494832,0.0407103
période complète,ETH 15m,logit_ind1s,4027,0.526446,0.51105,0.541325,0,-0.017631,0.0181188,0.54234,0.523381,0.55639,0.248921,0.247472,0.250357,-0.000267236,-0.00157484,0.00104486,0.69107,0.489669,0.0468426
période complète,ETH 15m,hgb_ind1s,4027,0.520487,0.505336,0.53489,-0.00595977,-0.0253596,0.0124193,0.531372,0.514714,0.549656,0.248897,0.247698,0.250083,-0.000291211,-0.0013156,0.000759284,0.690927,0.495154,0.038758
période complète,ETH 15m,logit_tw,4027,0.511547,0.497015,0.526698,-0.0148994,-0.0350054,0.0049653,0.525936,0.509508,0.544092,0.250241,0.248744,0.251773,0.00105315,-0.000400651,0.00255609,0.693748,0.496423,0.0497331
période complète,ETH 15m,hgb_tw,4027,0.517507,0.502476,0.532771,-0.00893966,-0.0290812,0.0116745,0.528935,0.513193,0.545257,0.24957,0.248446,0.250689,0.000381855,-0.000831844,0.00155971,0.692288,0.496449,0.0375283
période complète,ETH 15m,gap_m30,4027,0.520487,0.505582,0.536141,-0.00595977,-0.0270797,0.0146476,0.525497,0.508855,0.542038,,,,,,,,,
période complète,ETH 15m,rev15,4027,0.513534,0.498257,0.527836,-0.0129128,-0.0305362,0.0052222,0.52101,0.502312,0.537673,,,,,,,,,
période complète,ETH 15m,always_up,4027,0.504842,0.490183,0.520248,-0.0216042,-0.0421941,0.000248201,,,,,,,,,,,,
période complète,ETH 15m,mkt_gt_05,4027,0.524708,0.509553,0.539859,-0.00173827,-0.00819469,0.00546048,0.535573,0.517309,0.553199,,,,,,,,,
période complète,SOL 15m,market,4027,0.51999,0.50434,0.535522,0,0,0,0.528173,0.509376,0.542148,0.249541,0.249162,0.249925,0,0,0,0.692228,0.500972,0.0118215
période complète,SOL 15m,logit_ind,4027,0.515769,0.499628,0.530934,-0.0042215,-0.022101,0.0139189,0.522307,0.504794,0.541962,0.25014,0.249103,0.251193,0.000599098,-0.000314522,0.00151755,0.693455,0.500351,0.0342628
période complète,SOL 15m,hgb_ind,4027,0.51403,0.498634,0.529426,-0.00595977,-0.0233309,0.0114257,0.52416,0.506256,0.541124,0.249702,0.248484,0.250928,0.000161262,-0.000907969,0.00120727,0.692559,0.496028,0.040093
période complète,SOL 15m,logit_ind1s,4027,0.52297,0.507333,0.53774,0.00297989,-0.0166294,0.0223608,0.52243,0.504865,0.538331,0.25194,0.250324,0.253726,0.00239884,0.000817886,0.00408558,0.697372,0.487026,0.0504452
période complète,SOL 15m,hgb_ind1s,4027,0.510802,0.495903,0.525953,-0.00918798,-0.0290601,0.0116655,0.513366,0.496316,0.531476,0.251803,0.250279,0.25346,0.00226231,0.000835911,0.00384845,0.696849,0.481435,0.047208
période complète,SOL 15m,logit_tw,4027,0.514775,0.499379,0.530057,-0.0052148,-0.0248449,0.0151685,0.524605,0.505755,0.544049,0.25082,0.249112,0.252535,0.00127892,-0.000317835,0.00299673,0.694962,0.497053,0.0540653
période complète,SOL 15m,hgb_tw,4027,0.507574,0.492427,0.523348,-0.0124162,-0.0322661,0.00893744,0.513763,0.499189,0.533066,0.250658,0.249444,0.251838,0.00111739,-0.000158227,0.00230275,0.694478,0.498204,0.0391023
période complète,SOL 15m,gap_m30,4027,0.52446,0.509565,0.539245,0.00446983,-0.0173827,0.0278124,0.531885,0.51672,0.549158,,,,,,,,,
période complète,SOL 15m,rev15,4027,0.503352,0.487829,0.518501,-0.0166377,-0.0340352,0.00149068,0.505468,0.489859,0.523363,,,,,,,,,
période complète,SOL 15m,always_up,4027,0.501614,0.487208,0.51713,-0.018376,-0.0379848,0.00223548,,,,,,,,,,,,
période complète,SOL 15m,mkt_gt_05,4027,0.518997,0.502979,0.533667,-0.000993295,-0.0131647,0.0104297,0.528173,0.509376,0.542148,,,,,,,,,
1re moitié (validation),Tous,market,24150,0.511636,0.503022,0.520782,0,0,0,0.514587,0.502358,0.524816,0.25003,0.249704,0.250355,0,0,0,0.693225,0.500037,0.017621
1re moitié (validation),Tous,logit_ind,24150,0.51499,0.505429,0.524012,0.00335404,-0.00523702,0.0125518,0.523749,0.51248,0.535746,0.249834,0.249083,0.25066,-0.000195982,-0.00084805,0.000504266,0.692827,0.495258,0.0390807
1re moitié (validation),Tous,hgb_ind,24150,0.51619,0.505937,0.526502,0.00455487,-0.005065,0.0144358,0.523565,0.511826,0.536285,0.24994,0.249074,0.250855,-8.98065e-05,-0.000798264,0.000662084,0.69304,0.492284,0.040093
1re moitié (validation),Tous,logit_ind1s,24150,0.523437,0.513937,0.532744,0.0118012,-0.000463388,0.0242995,0.535017,0.524422,0.545259,0.250097,0.248906,0.251267,6.76992e-05,-0.00104023,0.00115142,0.693514,0.482933,0.0583051
1re moitié (validation),Tous,hgb_ind1s,24150,0.520538,0.510526,0.530479,0.00890269,-0.0034344,0.0211018,0.535581,0.526078,0.546422,0.24957,0.248428,0.250738,-0.000459598,-0.00148779,0.000597214,0.692317,0.485022,0.0562541
1re moitié (validation),Tous,logit_tw,24150,0.522402,0.513556,0.531368,0.010766,-0.000706675,0.0227127,0.536765,0.527715,0.546583,0.249824,0.248577,0.251128,-0.000205926,-0.00143308,0.00107453,0.692924,0.491003,0.069148
1re moitié (validation),Tous,hgb_tw,24150,0.52265,0.514701,0.53137,0.0110145,0.000370973,0.0221522,0.534814,0.526854,0.546963,0.249769,0.248657,0.250858,-0.000260231,-0.00135586,0.00076891,0.692762,0.492427,0.0602453
1re moitié (validation),Tous,gap_m30,24150,0.525631,0.516519,0.534347,0.0139959,0.0013739,0.0262152,0.533322,0.522143,0.54342,,,,,,,,,
1re moitié (validation),Tous,rev15,24150,0.509234,0.498997,0.51884,-0.00240166,-0.0123869,0.00769561,0.514,0.502462,0.527684,,,,,,,,,
1re moitié (validation),Tous,always_up,24150,0.50058,0.488588,0.513123,-0.0110559,-0.0240751,0.00274351,,,,,,,,,,,,
1re moitié (validation),Tous,mkt_gt_05,24150,0.510104,0.501191,0.518995,-0.00153209,-0.00781361,0.00486686,0.514587,0.502358,0.524816,,,,,,,,,
1re moitié (validation),Tous 5m,market,18111,0.508641,0.499716,0.517798,0,0,0,0.510377,0.499878,0.518905,0.250109,0.249805,0.250425,0,0,0,0.693382,0.500144,0.0172416
1re moitié (validation),Tous 5m,logit_ind,18111,0.514384,0.50475,0.523574,0.00574237,-0.00341198,0.0154989,0.52236,0.512084,0.533281,0.249928,0.249148,0.250719,-0.000180706,-0.000890947,0.00052424,0.693015,0.494595,0.0393338
1re moitié (validation),Tous 5m,hgb_ind,18111,0.516813,0.507348,0.526801,0.00817183,-0.00223881,0.0187938,0.522797,0.512514,0.534869,0.249983,0.249174,0.250808,-0.000125863,-0.000858932,0.000596616,0.693127,0.491857,0.039397
1re moitié (validation),Tous 5m,logit_ind1s,18111,0.522942,0.513104,0.532532,0.0143007,0.00175252,0.0271812,0.537653,0.527089,0.548549,0.24981,0.24852,0.25105,-0.000298779,-0.00152637,0.000854,0.692921,0.481545,0.0605465
1re moitié (validation),Tous 5m,hgb_ind1s,18111,0.521009,0.511439,0.530412,0.0123682,0.000107951,0.0244127,0.537291,0.527316,0.54728,0.249451,0.248238,0.250695,-0.000658354,-0.00179428,0.000490798,0.692078,0.484558,0.0596187
1re moitié (validation),Tous 5m,logit_tw,18111,0.52377,0.514496,0.532659,0.0151289,0.00274321,0.0270954,0.539443,0.529803,0.549661,0.249874,0.248498,0.251326,-0.00023529,-0.00163516,0.00115658,0.693051,0.489305,0.0741227
1re moitié (validation),Tous 5m,hgb_tw,18111,0.526476,0.517706,0.535922,0.0178345,0.00624584,0.0297358,0.53927,0.529471,0.550659,0.249594,0.248292,0.250926,-0.00051456,-0.00178086,0.000766475,0.692433,0.49082,0.0659482
1re moitié (validation),Tous 5m,gap_m30,18111,0.526365,0.51701,0.535457,0.017724,0.00499498,0.0299602,0.534796,0.52216,0.545819,,,,,,,,,
1re moitié (validation),Tous 5m,rev15,18111,0.509745,0.50011,0.519342,0.0011043,-0.00889425,0.0113207,0.515201,0.504854,0.527209,,,,,,,,,
1re moitié (validation),Tous 5m,always_up,18111,0.500028,0.489616,0.511009,-0.00861355,-0.0204342,0.00373008,,,,,,,,,,,,
1re moitié (validation),Tous 5m,mkt_gt_05,18111,0.506156,0.497514,0.515207,-0.00248468,-0.00962322,0.00435807,0.510377,0.499878,0.518905,,,,,,,,,
1re moitié (validation),Tous 15m,market,6039,0.520616,0.504482,0.536081,0,0,0,0.524894,0.507272,0.544793,0.249791,0.249222,0.250388,0,0,0,0.692754,0.499719,0.0187092
1re moitié (validation),Tous 15m,logit_ind,6039,0.516807,0.500581,0.533765,-0.00380858,-0.0212931,0.0143662,0.52913,0.509071,0.545606,0.249549,0.248263,0.250859,-0.000241794,-0.00126653,0.000796371,0.692263,0.497248,0.0382426
1re moitié (validation),Tous 15m,hgb_ind,6039,0.514324,0.496004,0.530969,-0.00629243,-0.0238133,0.0102764,0.526036,0.504792,0.543088,0.24981,0.248397,0.251388,1.8326e-05,-0.00106548,0.00124716,0.692779,0.493565,0.0420856
1re moitié (validation),Tous 15m,logit_ind1s,6039,0.524921,0.509459,0.540168,0.00430535,-0.0147711,0.0241194,0.526376,0.509702,0.542446,0.250958,0.249272,0.252631,0.00116677,-0.000369287,0.00277746,0.695293,0.487097,0.0507688
1re moitié (validation),Tous 15m,hgb_ind1s,6039,0.519126,0.501586,0.53641,-0.00149031,-0.0219283,0.0197813,0.528406,0.50941,0.547594,0.249928,0.248375,0.251618,0.000136474,-0.00114783,0.00159377,0.693034,0.486413,0.0446404
1re moitié (validation),Tous 15m,logit_tw,6039,0.518298,0.502156,0.534626,-0.00231826,-0.0227921,0.0190748,0.5294,0.51324,0.548365,0.249673,0.248034,0.251413,-0.000117864,-0.00173241,0.00158116,0.692544,0.496096,0.0510824
1re moitié (validation),Tous 15m,hgb_tw,6039,0.511177,0.494177,0.527958,-0.00943865,-0.0302895,0.0121156,0.518694,0.502255,0.536227,0.250294,0.249017,0.251556,0.000502503,-0.0008891,0.00181617,0.693748,0.497246,0.0379506
1re moitié (validation),Tous 15m,gap_m30,6039,0.523431,0.508167,0.53897,0.00281504,-0.0180496,0.0243388,0.529092,0.51265,0.547573,,,,,,,,,
1re moitié (validation),Tous 15m,rev15,6039,0.5077,0.491089,0.523288,-0.012916,-0.030549,0.00542358,0.510389,0.491489,0.527974,,,,,,,,,
1re moitié (validation),Tous 15m,always_up,6039,0.502235,0.484011,0.521085,-0.0183805,-0.0416269,0.00560586,,,,,,,,,,,,
1re moitié (validation),Tous 15m,mkt_gt_05,6039,0.521941,0.506468,0.536973,0.00132472,-0.0071555,0.0104168,0.524894,0.507272,0.544793,,,,,,,,,
1re moitié (validation),BTC 5m,market,6037,0.506046,0.49294,0.518268,0,0,0,0.505761,0.493389,0.518843,0.250227,0.249689,0.250819,0,0,0,0.693611,0.501213,0.0212053
1re moitié (validation),BTC 5m,logit_ind,6037,0.512175,0.499337,0.524671,0.00612887,-0.00910342,0.0215503,0.52146,0.507767,0.536044,0.249981,0.24894,0.251029,-0.000245631,-0.00130614,0.000783626,0.693121,0.49484,0.0407683
1re moitié (validation),BTC 5m,hgb_ind,6037,0.51085,0.498558,0.523475,0.00480371,-0.0109512,0.020238,0.518669,0.506078,0.534146,0.250125,0.249048,0.251209,-0.000101271,-0.00111945,0.000942768,0.69341,0.491283,0.0414865
