market,t_event,t_prev,t0,dP,p_prev,p_event,mid0,phase,delay_first_ms,delay_ask_ms,delay_bid_ms,delay_placebo_ms,delay_50_ms,delay_90_ms,censored_50,censored_90,jump,asset,duration
btc-updown-15m-1790419500,1790420182.899,1790420181.899,1790420182.561877,0.056833318438633484,0.8783321840671057,0.9351655025057392,0.835,3,207.05938339233398,207.05938339233398,207.60679244995117,68.63832473754883,207.60679244995117,212.2654914855957,False,False,0.05,btc,15m
btc-updown-15m-1790419500,1790419858.2,1790419857.2,1790419858.13517,0.13448569850388714,0.6185603608255985,0.7530460593294857,0.585,3,274.7347354888916,274.7347354888916,275.205135345459,,363.452672958374,571.4702606201172,False,False,0.1,btc,15m
btc-updown-15m-1790419500,1790420155.099,1790420154.099,1790420155.04867,0.1061023273995263,0.4140579711765764,0.5201602985761027,0.46499999999999997,3,329.72216606140137,329.72216606140137,332.03673362731934,,496.13189697265625,589.7679328918457,False,False,0.1,btc,15m
btc-updown-15m-1790419500,1790420161.499,1790420160.499,1790420161.4082778,0.15379304742660227,0.5869218104720468,0.7407148578986491,0.655,3,256.0734748840332,256.0734748840332,256.9594383239746,98.2205867767334,2616.4956092834473,10125.626802444458,False,False,0.1,btc,15m
btc-updown-15m-1790420400,1790420462.7,1790420461.7,1790420462.616779,-0.1162313155253053,0.5730934105446711,0.4568620950193658,0.595,3,214.62559700012207,214.62559700012207,214.62559700012207,,233.60848426818848,597.4199771881104,False,False,0.05,btc,15m
btc-updown-15m-1790420400,1790420469.0,1790420468.0,1790420468.9423423,-0.052602791121555525,0.45425779366375707,0.40165500254220154,0.415,3,205.94143867492676,215.24882316589355,205.94143867492676,812.5340938568115,215.24882316589355,219.23255920410156,False,False,0.05,btc,15m
btc-updown-15m-1790420400,1790420476.5,1790420475.5,1790420476.473796,-0.08325064222767276,0.30004153825616964,0.21679089602849688,0.305,3,297.2407341003418,297.87397384643555,297.2407341003418,,9953.634977340698,10227.12230682373,False,False,0.05,btc,15m
btc-updown-15m-1790420400,1790420486.5,1790420485.5,1790420486.43916,-0.056656189906534316,0.22703487322186694,0.17037868331533262,0.275,3,252.62069702148438,257.98821449279785,252.62069702148438,1427.16646194458,252.62069702148438,,False,True,0.05,btc,15m
btc-updown-15m-1790420400,1790420503.5,1790420502.5,1790420503.4365978,0.09124114570522823,0.22545299101789723,0.31669413672312546,0.295,3,103.21974754333496,103.21974754333496,106.62484169006348,2780.6482315063477,106.62484169006348,428.0550479888916,False,False,0.05,btc,15m
btc-updown-15m-1790420400,1790420505.5,1790420504.5,1790420504.9686925,0.05063804331511501,0.32679277550635843,0.37743081882147345,0.385,3,243.47591400146484,243.47591400146484,243.47591400146484,1248.5535144805908,264.8789882659912,282.5171947479248,False,False,0.05,btc,15m
btc-updown-15m-1790420400,1790420594.1,1790420593.1,1790420594.0625896,0.08915910801734744,0.4113798909112119,0.5005389989285594,0.435,3,329.78320121765137,329.78320121765137,330.13272285461426,,334.4380855560303,2211.191415786743,False,False,0.05,btc,15m
btc-updown-15m-1790420400,1790420601.3,1790420600.3,1790420601.2893674,0.0891117488131612,0.5006732704035712,0.5897850192167324,0.545,3,368.82495880126953,368.82495880126953,369.30322647094727,,,,True,True,0.05,btc,15m
btc-updown-15m-1790420400,1790420615.7,1790420614.7,1790420615.1909335,-0.077520570200933,0.5442847556097359,0.4667641854088029,0.46499999999999997,3,237.84518241882324,237.84518241882324,237.84518241882324,2121.8953132629395,319.34642791748047,5238.042831420898,False,False,0.05,btc,15m
btc-updown-15m-1790420400,1790420698.7,1790420697.7,1790420698.6949472,0.12176708853618629,0.3789406579754568,0.5007077465116431,0.365,3,220.70837020874023,220.70837020874023,220.9796905517578,,247.79725074768066,,False,True,0.05,btc,15m
