margin,trigger,asset,n,n_markets,life_median_ms,life_p25_ms,life_p75_ms,life_p90_ms,surv_50ms,surv_150ms,surv_300ms,surv_1s,edge_life_median_ms,edge0_median_c,edge0_mean_c,size0_median,size_edge_median,share_removed_by_taker,censored
0.01,carnet,tous,1017,22,1080.8231830596924,179.98981475830078,5982.513904571533,22501.60250663754,0.8849557522123894,0.7944936086529006,0.7187807276302851,0.5594886922320551,835.2627754211426,2.7470390018383473,4.145814092257866,15.0,89.0,0.40021810250817885,100
0.02,carnet,tous,957,22,1094.8522090911865,180.73666095733643,5078.051328659058,18001.911878585815,0.8808777429467085,0.7972831765935214,0.7241379310344828,0.5684430512016719,813.4949207305908,3.7313761736366358,5.192663268582183,15.0,86.59,0.42538190364277323,106
0.0,carnet,btc,421,12,1899.4202613830566,358.473539352417,10105.289220809937,33402.04129219055,0.9311163895486936,0.8574821852731591,0.8123515439429929,0.6555819477434679,1418.2708263397217,1.7454059832069047,2.881366986036353,20.0,157.32999999999998,0.6274509803921569,64
0.01,carnet,btc,436,12,2045.880675315857,376.85084342956543,8169.008314609528,33006.99174404144,0.9403669724770642,0.8715596330275229,0.8165137614678899,0.6559633027522935,1592.6629304885864,2.7562458782286137,3.811840068300687,15.0,143.8,0.6397849462365591,64
0.02,carnet,btc,439,12,1357.2471141815186,311.85150146484375,5634.626150131226,26025.446701049812,0.9271070615034168,0.8587699316628702,0.7927107061503417,0.6309794988610479,1172.0118522644043,3.654948946163028,4.7823543543050135,15.0,115.32,0.6487935656836461,66
0.0,carnet,eth,662,10,744.1462278366089,119.32212114334106,5321.047604084015,15164.671897888184,0.8353474320241692,0.7416918429003021,0.6555891238670695,0.49244712990936557,615.2533292770386,1.7442362632106496,3.4981477400969316,15.0,75.0,0.23214285714285715,46
0.01,carnet,eth,581,10,753.7925243377686,115.56816101074219,4778.832912445068,16207.587909698488,0.8433734939759037,0.7366609294320138,0.6454388984509466,0.48709122203098104,544.0049171447754,2.7437482893482636,4.396438316776506,15.0,62.56,0.23669724770642203,36
0.02,carnet,eth,518,10,818.0336952209473,117.81865358352661,4317.140996456146,13993.443036079407,0.8416988416988417,0.7451737451737451,0.666023166023166,0.5154440154440154,673.2195615768433,3.926882665410086,5.54039611292133,15.0,71.5,0.2510460251046025,40
0.0,persistante,tous,4229,22,862.7867698669434,81.85720443725586,4665.63868522644,18662.9071712494,0.8299834476235517,0.7320879640576968,0.674864034050603,0.5568692362260582,788.3703708648682,6.294799999734191,8.244812605900053,15.0,654.38,0.3865823480890844,592
0.01,persistante,tous,3736,22,838.2561206817627,76.88605785369873,4534.108340740204,17682.59007930756,0.826017130620985,0.7283190578158458,0.6750535331905781,0.5570128479657388,783.789873123169,7.093558140840853,9.086443385883944,15.0,609.5550000000001,0.3864491844416562,548
0.02,persistante,tous,3242,22,846.8809127807617,77.6669979095459,4630.023956298828,18230.539464950616,0.8275755706354102,0.729179518815546,0.6767427513880321,0.5576804441702653,775.1343250274658,7.885956058619617,9.986150360735047,15.0,550.1700000000001,0.3892714751721638,483
0.0,persistante,btc,1922,12,2094.86186504364,329.711377620697,8412.905931472778,27346.327328682004,0.9167533818938606,0.8563995837669095,0.809573361082206,0.7013527575442248,1799.836277961731,6.331377500424387,8.91447374919094,15.0,1694.425,0.6712418300653594,392
0.01,persistante,btc,1691,12,2038.765788078308,322.509765625,8621.490478515625,26264.104866981514,0.9154346540508574,0.8533412182140745,0.8113542282672974,0.7001774098166765,1761.4449262619019,7.293671725092377,9.828626606571165,15.0,1654.46,0.6669172932330827,361
0.02,persistante,btc,1462,12,2094.86186504364,346.15129232406616,8865.23175239563,26354.235672950814,0.9179206566347469,0.8584131326949385,0.8180574555403557,0.7093023255813954,1799.836277961731,8.327163202641058,10.845819960347661,15.0,1540.9,0.6692982456140351,322
0.0,persistante,eth,2307,10,371.7923164367676,45.00937461853027,2619.1680431365967,10391.844892501844,0.7576939748591244,0.6285218899003034,0.5626354573038578,0.4364976159514521,324.3727684020996,6.285827604273885,7.6869067899463985,15.0,384.12,0.17987660180351212,200
0.01,persistante,eth,2045,10,368.29674243927,43.40559244155884,2551.9301891326904,10138.94839286804,0.7520782396088019,0.6249388753056234,0.5623471882640587,0.4386308068459658,320.60301303863525,6.977992893865076,8.472735891418374,15.0,370.11,0.18568353067814855,187
0.02,persistante,eth,1780,10,357.7289581298828,43.82789134979248,2517.0689821243286,10765.78273773194,0.753370786516854,0.6230337078651685,0.5606741573033708,0.43314606741573036,309.65518951416016,7.611298846520789,9.280062183974577,15.0,342.67499999999995,0.19209388511426806,161
0.0,saut,tous,212,20,91.84384346008301,13.277769088745117,322.8635787963867,1746.6697692871094,0.6415094339622641,0.41037735849056606,0.27358490566037735,0.1320754716981132,89.70808982849121,2.317661241407304,3.808927121794825,20.0,91.17,0.4075829383886256,1
0.01,saut,tous,206,20,91.13168716430664,15.605628490447998,270.61372995376587,903.0959844589279,0.616504854368932,0.4029126213592233,0.2524271844660194,0.10679611650485436,91.13168716430664,3.0441945964318204,4.622282640243714,20.0,87.49000000000001,0.3627450980392157,2
0.02,saut,tous,192,20,99.26986694335938,16.22188091278076,251.5561580657959,696.4530944824219,0.6302083333333334,0.4010416666666667,0.23958333333333334,0.09375,96.96149826049805,3.450696605004222,5.45615537887035,20.0,70.0,0.3717277486910995,1
0.0,saut,btc,119,11,87.83221244812012,12.382864952087402,302.11806297302246,1018.4571266174321,0.6134453781512605,0.42016806722689076,0.25210084033613445,0.10084033613445378,87.83221244812012,2.230706404860795,3.6451341136635604,22.0,105.0,0.5546218487394958,0
0.01,saut,btc,107,11,93.46139430999756,21.47883176803589,288.36506605148315,618.180513381958,0.6261682242990654,0.4392523364485981,0.2523364485981308,0.08411214953271028,93.46139430999756,3.0570811867631,4.409922095044112,25.0,126.7,0.5283018867924528,1
0.02,saut,btc,105,11,115.6919002532959,26.448071002960205,307.8129291534424,697.0239877700808,0.6666666666666666,0.45714285714285713,0.26666666666666666,0.09523809523809523,112.75994777679443,3.2556015036720787,4.992969718885363,26.66,138.52,0.5288461538461539,1
0.0,saut,eth,93,9,105.95345497131348,25.018632411956787,378.1875967979431,3867.69263744355,0.6774193548387096,0.3978494623655914,0.3010752688172043,0.17204301075268819,98.19924831390381,2.4556444447851433,4.018511723597196,20.0,80.0,0.21739130434782608,1
0.01,saut,eth,99,9,90.06381034851074,10.014355182647705,237.62041330337524,2021.6371774673435,0.6060606060606061,0.36363636363636365,0.25252525252525254,0.13131313131313133,90.06381034851074,2.90484974002575,4.8518036335402535,17.43,59.0,0.1836734693877551,1
0.02,saut,eth,87,9,82.84568786621094,6.32023811340332,201.39384269714355,628.4232616424567,0.5862068965517241,0.3333333333333333,0.20689655172413793,0.09195402298850575,80.3992748260498,3.769171232511143,6.015172554714299,20.0,50.0,0.1839080459770115,0
