latency_ms,n_opp,n_filled,fill_rate,shares,total,per_opp,per_share,n_groups,margin,trigger,valeur,per_opp_lo,per_opp_hi,per_hour,per_hour_lo,per_hour_hi,hours,mean_edge_fill_c,edge_per_hour
5000,4959,3955,0.7975398265779391,164407.07,-4245.27916793,-0.8560756539483767,-0.02582175552383483,22,0.01,tous,markout,-1.7132897654324046,-0.09448921141268857,-4945.956312151457,-9355.477709973777,-590.368982381944,0.8583333333333333,11.84655191606941,23188.349869756807
0,4292,4292,1.0,89991.53,-3216.29806559,-0.74937047194548,-0.035740008705152586,21,0.02,tous,pnl,-2.8931594151198206,1.2586931637262628,-3747.1433773864082,-13874.355543581654,6170.585291782711,0.8583333333333333,8.790788811085443,9214.18524206283
25,4292,4203,0.9792637465051258,143620.16999999998,-3912.8496902000006,-0.9116611580149117,-0.02724443015350839,21,0.02,tous,pnl,-3.8812152822617096,2.23472981387522,-4558.659833242719,-19438.698998867796,10487.605587459308,0.8583333333333333,9.046431009194245,14714.599189508039
50,4292,4182,0.9743709226467847,152958.05,-4344.152595400001,-1.0121511172879778,-0.028400941273767553,21,0.02,tous,pnl,-4.206537363733608,2.3594522074026703,-5061.148654834953,-21051.162057466612,11282.765622738643,0.8583333333333333,9.168030789788634,15958.399151206435
100,4292,4119,0.9596924510717614,160486.57,-4019.1788044200002,-0.9364349497716683,-0.025043708046224678,21,0.02,tous,pnl,-4.361965674788385,2.7123602600610623,-4682.538412916505,-21744.919515958856,13182.790414368612,0.8583333333333333,9.366992099685016,17163.870023857584
150,4292,4073,0.9489748369058714,160390.66,-4461.809365660002,-1.0395641578890964,-0.027818386467516262,21,0.02,tous,pnl,-4.4848303262947855,2.612771984742008,-5198.224503681557,-22421.64228478633,12658.52353923668,0.8583333333333333,9.524588410255776,17388.024469739074
200,4292,4030,0.9389561975768872,161485.09,-3433.43668079,-0.7999619479939423,-0.021261632766158164,21,0.02,tous,pnl,-4.276833802394343,2.8028483701046327,-4000.120404803884,-20974.212493334566,13709.43314930124,0.8583333333333333,9.64441909613393,17699.787569537737
300,4292,3976,0.9263746505125815,162135.84,-2536.884952739999,-0.5910729153634666,-0.01564666364167231,21,0.02,tous,pnl,-4.128395308959641,3.034603082326777,-2955.594119697086,-20143.643200174967,15305.815900080548,0.8583333333333333,9.852804311149006,18396.91517613034
500,4292,3887,0.9056383970177073,158347.15,-2304.813615650002,-0.5370022403657972,-0.014555447418220043,21,0.02,tous,pnl,-3.994752916282273,3.037260263486284,-2685.2197463883517,-19618.589680335735,15086.519303156469,0.8583333333333333,10.15507279741271,18156.598225268728
750,4292,3819,0.8897949673811743,155900.81,-2704.98582102,-0.630239007693383,-0.017350684842625256,21,0.02,tous,pnl,-4.046864565016892,2.871265051446823,-3151.439791479612,-19669.820421434008,13757.974087271043,0.8583333333333333,10.410203599928508,18306.915960363094
1000,4292,3797,0.8846691519105312,155568.05000000002,-1944.4643446600014,-0.4530438827260022,-0.012499123982462989,21,0.02,tous,pnl,-3.7555306221170905,2.9419255921551533,-2265.3953530019435,-18211.804837027597,14225.263093118148,0.8583333333333333,10.531881251801995,18711.913605417743
2000,4292,3670,0.8550792171481827,148652.35,-2574.507439150001,-0.5998386391309416,-0.017318982438891822,21,0.02,tous,pnl,-3.736050682164777,2.6816648917588974,-2999.4261426990306,-17919.41287555835,13125.27015865163,0.8583333333333333,11.271617173774386,19383.615705768883
5000,4292,3377,0.7868126747437092,140494.19,-938.6604074000002,-0.21870000172413798,-0.006681133272486216,21,0.02,tous,pnl,-3.2487685215399953,2.8682668215957356,-1093.5849406601944,-15809.627560182542,14214.049084134145,0.8583333333333333,13.040190942086113,21788.133353301644
0,4391,4391,1.0,92270.72,-2208.1133716900003,-0.502872551056707,-0.023930813281721443,22,0.02,tous,markout,-1.086378922490192,-0.005072103572277287,-2572.5592679883503,-5291.301003354174,-28.968111226022287,0.8583333333333333,8.743352322996875,9388.381860219895
25,4391,4302,0.9797312685037577,147466.69,-3851.4564102100003,-0.8771251218879527,-0.02611746700363316,22,0.02,tous,markout,-1.6233864080778062,-0.20591264835460538,-4487.133681798059,-7931.929818794566,-1126.4790517986448,0.8583333333333333,8.996660786783819,15040.019234802876
50,4391,4281,0.9749487588248691,157108.71,-3813.399603600001,-0.8684581196993852,-0.024272362770975595,22,0.02,tous,markout,-1.6773011503248039,-0.14566518582195917,-4442.795654679613,-8185.86513021175,-809.2834764017483,0.8583333333333333,9.112855065638085,16299.611942419222
100,4391,4218,0.9606012297882032,164631.66,-3982.410352550001,-0.9069483836369849,-0.024189820794797312,22,0.02,tous,markout,-1.7993339596105098,-0.11387541460663299,-4639.701381611651,-8826.353612801653,-646.7498903236908,0.8583333333333333,9.307531278260583,17508.71249512131
150,4391,4172,0.9501252562058756,164371.95,-3882.040694310001,-0.8840903425893877,-0.023617415832263355,22,0.02,tous,markout,-1.7777559355838275,-0.07454066510917454,-4522.765857448545,-8624.565440607668,-386.0223409479617,0.8583333333333333,9.463401622260868,17733.95262747072
200,4391,4129,0.9403324982919609,165749.94999999998,-3666.78799971,-0.8350690047164655,-0.022122407878313086,22,0.02,tous,markout,-1.7366944439062093,0.003514691945746787,-4271.986019079612,-8373.442666979421,18.69386838058334,0.8583333333333333,9.579459925047301,18065.178331846077
300,4391,4075,0.928034616260533,166329.64,-3571.04325226,-0.8132642341744477,-0.02146967463081144,22,0.02,tous,markout,-1.7766814444576944,0.08488811472276062,-4160.438740497088,-8585.806506549612,456.8646304060208,0.8583333333333333,9.782942825577672,18757.158711891807
500,4391,3986,0.9077658847642905,162428.83000000002,-3203.0914981700002,-0.7294674329697108,-0.019719969036100304,22,0.02,tous,markout,-1.7084472956567125,0.17323422370108565,-3731.7570852466024,-8202.784573900197,970.0934586996121,0.8583333333333333,10.07976905083888,18503.117444999334
750,4391,3918,0.892279662946937,160348.06,-2878.4397129800004,-0.655531704163061,-0.01795119761960326,22,0.02,tous,markout,-1.6361780487278494,0.233122295147105,-3353.5219957048553,-7803.727115216217,1374.5330207653387,0.8583333333333333,10.329762179996822,18693.25823402178
1000,4391,3895,0.8870416761557731,160254.27000000002,-3009.5379126899993,-0.6853878188772488,-0.018779767382734944,22,0.02,tous,markout,-1.6228008737696673,0.17750926222054256,-3506.257762357281,-7736.001638352816,1064.5960819153458,0.8583333333333333,10.44844970120481,19110.763194724117
2000,4391,3768,0.8581188795263038,153347.01,-4385.038837600001,-0.9986424134821228,-0.028595528778813495,22,0.02,tous,markout,-1.9213782351588022,-0.18592261538510743,-5108.783111766992,-9376.561611043688,-1087.0086641737905,0.8583333333333333,11.168877627614798,19788.930265568466
5000,4391,3467,0.7895695741289,144584.52000000002,-3961.6658715599997,-0.9022240654884991,-0.02740034598143701,22,0.02,tous,markout,-1.8063177643519295,-0.08836247905565185,-4615.53305424466,-8767.56818464311,-495.27161264097043,0.8583333333333333,12.915739925611206,22195.218550312926
0,1078,1078,1.0,22770.11,-1268.21283486,-1.176449754044527,-0.05569638595773142,21,0.0,carnet,pnl,-2.6436789924831725,0.04064942185227672,-1477.5295163417475,-3266.373001316505,56.06184610659856,0.8583333333333333,3.268318854894675,854.7296775260377
25,1078,1049,0.9730983302411874,35137.53,-1941.2883439999998,-1.8008240667903523,-0.05524828705944897,21,0.0,carnet,pnl,-4.0983879421430744,0.24090305960984087,-2261.695158058252,-5079.730952602718,266.1460065366979,0.8583333333333333,3.6493870313968455,1329.8708429442372
50,1078,1043,0.9675324675324676,37867.049999999996,-2302.3756861800002,-2.1357844955287573,-0.06080155930234862,21,0.0,carnet,pnl,-4.379605973940524,-0.08230109046925839,-2682.379440209709,-5541.352298158545,-106.1938889866046,0.8583333333333333,3.8049148912048607,1508.3246224707227
100,1078,1026,0.9517625231910947,39949.8,-2052.78451981,-1.9042528013079776,-0.0513841000408012,21,0.0,carnet,pnl,-4.38042594184734,0.2542115952861927,-2391.5936153126213,-5391.474714484369,313.0049046282512,0.8583333333333333,4.048718958008746,1826.5735227759308
150,1078,1010,0.9369202226345084,40434.93,-2456.56607272,-2.278818249276438,-0.060753563137613945,21,0.0,carnet,pnl,-4.857875769843685,0.02046237658431454,-2862.0187254990296,-6056.665136380778,21.671418000290657,0.8583333333333333,4.162296856935697,1922.5039150489677
200,1078,994,0.922077922077922,40492.72,-2256.2792470599998,-2.093023420278293,-0.0557206146452992,21,0.0,carnet,pnl,-4.545999416003782,0.12139305586775478,-2628.6748509436893,-5585.949136515144,178.43993991029072,0.8583333333333333,4.29887402168215,1944.452364910104
300,1078,986,0.9146567717996289,40325.03,-2217.1190808799997,-2.056696735510204,-0.054981213426995586,21,0.0,carnet,pnl,-4.572538513647048,0.18191519039067683,-2583.0513563650484,-5579.4638909691275,259.4870904288349,0.8583333333333333,4.414928873292976,2060.734005824533
500,1078,962,0.8923933209647495,38945.34,-1832.13239709,-1.6995662310667905,-0.04704368730867416,21,0.0,carnet,pnl,-3.959159671726509,0.431971846061853,-2134.523181075728,-4864.155414120291,551.4346356972825,0.8583333333333333,4.727603841635599,2201.4454141721485
750,1078,930,0.862708719851577,38324.090000000004,-2536.96974062,-2.3534042120779217,-0.06619778162038549,21,0.0,carnet,pnl,-4.534827998292189,-0.29566122089888525,-2955.692901693204,-5629.970261215049,-371.0919279005838,0.8583333333333333,4.980763242156175,2201.7776359506483
1000,1078,921,0.8543599257884972,37137.759999999995,-1697.19055543,-1.5743882703432281,-0.04569986330435654,21,0.0,carnet,pnl,-3.9426302882005935,0.5292581330123575,-1977.3093849669904,-4715.5275089807765,698.0020949624259,0.8583333333333333,5.035909398013521,2187.115647874248
2000,1078,831,0.7708719851576994,34855.159999999996,-2152.27362261,-1.996543249174397,-0.061749067357889056,21,0.0,carnet,pnl,-3.9428573948302694,-0.26532780555860314,-2507.503249642719,-4706.382827397378,-347.72238693407803,0.8583333333333333,6.255536005104785,2444.1225574898913
5000,1078,813,0.7541743970315399,32930.57,-1096.7220193900002,-1.0173673649257888,-0.03330407033312816,21,0.0,carnet,pnl,-3.018075672628974,0.8464384761407622,-1277.7343915223305,-3584.757407293689,975.0338183737845,0.8583333333333333,7.788653987384794,2921.0654355286724
0,1083,1083,1.0,22879.74,-773.0294281700002,-0.7137852522345339,-0.03378663517024232,22,0.0,carnet,markout,-1.0408555398552464,-0.42557849850525914,-900.6168095184469,-1377.4380368533982,-459.28072927252515,0.8583333333333333,3.258383476514749,855.900044573965
25,1083,1054,0.9732225300092336,35297.53,-1151.205254,-1.0629780738688828,-0.032614328934630836,22,0.0,carnet,markout,-1.456661530840058,-0.6696494687410073,-1341.2100046601943,-1980.9219895165058,-732.9183213168934,0.8583333333333333,3.6383239804784666,1332.038625170847
50,1083,1048,0.9676823638042474,38047.05,-1122.3669861800001,-1.036349941071099,-0.02949944834566675,22,0.0,carnet,markout,-1.5045507352511296,-0.5956567503664943,-1307.612022733981,-1983.4576731838845,-675.9693763255344,0.8583333333333333,3.7930464799767964,1510.5513095517013
100,1083,1031,0.9519852262234534,40139.8,-1256.9011498100003,-1.160573545530933,-0.0313130894974564,22,0.0,carnet,markout,-1.6824129120478315,-0.7078440035974376,-1464.3508541475733,-2206.9445701735926,-782.0925974528159,0.8583333333333333,4.035472483419968,1829.0636506336086
150,1083,1015,0.9372114496768237,40598.01,-1314.9834677600002,-1.2142044946999078,-0.032390342969027305,22,0.0,carnet,markout,-1.752649763496925,-0.7547962644267602,-1532.0195740893207,-2301.4533687888356,-833.0152569212628,0.8583333333333333,4.14828207388578,1924.2848603357718
200,1083,999,0.9224376731301939,40683.8,-1312.7435561000002,-1.2121362475530935,-0.03226698479738865,22,0.0,carnet,markout,-1.7736603184510487,-0.7254905102462985,-1529.409968271845,-2315.037342747962,-834.0114153530114,0.8583333333333333,4.283951208249321,1946.970944371665
300,1083,991,0.9150507848568791,40516.11,-1281.63253992,-1.1834095474792243,-0.031632665128019447,22,0.0,carnet,markout,-1.8041737198016132,-0.6208920822938683,-1493.1641241786408,-2343.569136861554,-741.6538905897089,0.8583333333333333,4.39930004899686,2063.2525852860945
500,1083,967,0.8928901200369345,39136.42,-980.0108561300002,-0.9049038376084951,-0.025040891735370795,22,0.0,carnet,markout,-1.6791757964237781,-0.19366557690833955,-1141.760220733981,-2088.183667294369,-233.2771654278653,0.8583333333333333,4.711009591667486,2204.5493722744864
750,1083,935,0.863342566943675,38515.17,-880.3592496600004,-0.8128894272022165,-0.022857467581215412,22,0.0,carnet,markout,-1.6260950768762832,-0.09624833100995782,-1025.6612617398064,-2015.3133203312627,-104.4672034765054,0.8583333333333333,4.962247267052679,2204.8815940529867
1000,1083,926,0.8550323176361958,37327.759999999995,-735.8994854300005,-0.6795009099076643,-0.01971453645838916,22,0.0,carnet,markout,-1.562908343178109,0.16923489676976392,-857.3586238019424,-1928.5205976943694,211.54181664116456,0.8583333333333333,5.014745286241324,2189.605775731926
2000,1083,836,0.7719298245614035,35045.36,-697.0751400100004,-0.6436520221698988,-0.01989065428376254,22,0.0,carnet,markout,-1.5867653635551406,0.09655917989268661,-812.1263767106801,-1934.593203370777,128.1774674126207,0.8583333333333333,6.224799042740538,2446.6156126485403
5000,1083,818,0.7553093259464451,33107.51,-569.8981721700003,-0.5262217656232689,-0.017213561882787328,22,0.0,carnet,markout,-1.4793672018112893,0.26658463746445327,-663.9590355378645,-1646.7776729388352,377.63158460825224,0.8583333333333333,7.745412556519379,2922.225897182649
0,4125,4125,1.0,84948.26999999999,-4158.38098598,-1.0080923602375758,-0.048951920809923506,21,0.0,persistante,pnl,-3.153774237378069,1.0979307805907565,-4844.71571182136,-15415.97933292699,5091.047153205138,0.8583333333333333,8.290892544599977,8281.30666682846
25,4125,4080,0.9890909090909091,139663.33000000002,-4728.74104535,-1.1463614655393939,-0.033858143331896774,21,0.0,persistante,pnl,-4.255556613196465,2.159364340776199,-5509.212868368932,-20891.765690773424,9822.496367548816,0.8583333333333333,8.491434938900081,13596.102485752144
50,4125,4064,0.9852121212121212,148846.49,-4619.55787759,-1.119892818809697,-0.031035719267481554,21,0.0,persistante,pnl,-4.46346089332624,2.4080040900996846,-5382.009177774758,-21652.04756038807,11284.995617737844,0.8583333333333333,8.600658122053344,14745.781406520227
100,4125,4044,0.9803636363636363,157667.74,-4321.84058881,-1.047718930620606,-0.027411064487954225,21,0.0,persistante,pnl,-4.748228051228628,2.87453958670991,-5035.154084050485,-23197.651237915623,13347.516204434844,0.8583333333333333,8.738143734137097,15846.429494410539
150,4125,4024,0.9755151515151516,158408.14,-4798.390022160001,-1.163246065978182,-0.030291309664768493,21,0.0,persistante,pnl,-4.847454042394576,2.7893710738194053,-5590.357307370875,-23732.12235357147,13149.11367660085,0.8583333333333333,8.872502536640413,16061.85430146729
200,4125,4004,0.9706666666666667,160629.28999999998,-3981.43245996,-0.9651957478690909,-0.024786466154211356,21,0.0,persistante,pnl,-4.793470921093381,3.017199006891113,-4638.562089273787,-23083.809717269418,14163.622530124943,0.8583333333333333,8.969123637530988,16461.206755391227
300,4125,3976,0.9638787878787879,161658.42,-3362.3895613300015,-0.8151247421406064,-0.020799346927490702,21,0.0,persistante,pnl,-4.677964973598685,3.260486069162126,-3917.3470617436915,-22720.312919951954,15504.71298720318,0.8583333333333333,9.16231868636332,17124.96337864789
500,4125,3936,0.9541818181818181,159729.75,-3217.65655942,-0.7800379537987879,-0.020144378610872427,21,0.0,persistante,pnl,-4.595998401685313,3.286911145472409,-3748.7260886446606,-22348.34780869631,15232.664252357758,0.8583333333333333,9.375319381802122,16914.6947175871
750,4125,3891,0.9432727272727273,158112.63999999998,-3134.0141494900017,-0.7597610059369702,-0.019821401688631612,21,0.0,persistante,pnl,-4.5597372867383825,3.165904203926477,-3651.2786207650506,-21837.426913411466,14872.103307264133,0.8583333333333333,9.587547321927662,17141.662964855568
