variante,S,slug15,marge_max,n_episodes,secondes_arbitrage,phase_marge_max
A,1789244100,btc-updown-15m-1789244100,-0.001386,0,0,entre #1 et #2
B,1789244100,btc-updown-15m-1789244100,-0.0149045,0,0,après clôture #2
C,1789244100,btc-updown-15m-1789244100,-0.001386,0,0,entre #1 et #2
A,1789245000,btc-updown-15m-1789245000,-0.001386,0,0,avant clôture #1
B,1789245000,btc-updown-15m-1789245000,-0.015834,0,0,après clôture #2
C,1789245000,btc-updown-15m-1789245000,-0.001386,0,0,avant clôture #1
A,1789245900,btc-updown-15m-1789245900,-0.001386,0,0,avant clôture #1
B,1789245900,btc-updown-15m-1789245900,-0.005376,0,0,avant clôture #1
C,1789245900,btc-updown-15m-1789245900,-0.001386,0,0,avant clôture #1
A,1789246800,btc-updown-15m-1789246800,-0.001386,0,0,après clôture #2
B,1789246800,btc-updown-15m-1789246800,-0.012065,0,0,après clôture #2
C,1789246800,btc-updown-15m-1789246800,-0.001386,0,0,après clôture #2
A,1789247700,btc-updown-15m-1789247700,-0.001386,0,0,avant clôture #1
B,1789247700,btc-updown-15m-1789247700,-0.014784,0,0,entre #1 et #2
C,1789247700,btc-updown-15m-1789247700,-0.001386,0,0,avant clôture #1
A,1789248600,btc-updown-15m-1789248600,-0.001386,0,0,entre #1 et #2
B,1789248600,btc-updown-15m-1789248600,-0.014725,0,0,après clôture #2
C,1789248600,btc-updown-15m-1789248600,-0.001386,0,0,entre #1 et #2
A,1789249500,btc-updown-15m-1789249500,-0.001386,0,0,avant clôture #1
B,1789249500,btc-updown-15m-1789249500,-0.007896,0,0,entre #1 et #2
C,1789249500,btc-updown-15m-1789249500,-0.001386,0,0,avant clôture #1
A,1789250400,btc-updown-15m-1789250400,-0.001386,0,0,entre #1 et #2
B,1789250400,btc-updown-15m-1789250400,-0.012065,0,0,entre #1 et #2
C,1789250400,btc-updown-15m-1789250400,-0.001386,0,0,après clôture #2
A,1789251300,btc-updown-15m-1789251300,-0.001386,0,0,après clôture #2
B,1789251300,btc-updown-15m-1789251300,-0.0166521,0,0,entre #1 et #2
C,1789251300,btc-updown-15m-1789251300,-0.00223724,0,0,avant clôture #1
A,1789252200,btc-updown-15m-1789252200,-0.001386,0,0,avant clôture #1
B,1789252200,btc-updown-15m-1789252200,-0.002744,0,0,après clôture #2
C,1789252200,btc-updown-15m-1789252200,-0.001386,0,0,après clôture #2
A,1789253100,btc-updown-15m-1789253100,-0.001386,0,0,avant clôture #1
B,1789253100,btc-updown-15m-1789253100,-0.0134089,0,0,après clôture #2
C,1789253100,btc-updown-15m-1789253100,-0.001386,0,0,avant clôture #1
A,1789254000,btc-updown-15m-1789254000,-0.001386,0,0,avant clôture #1
B,1789254000,btc-updown-15m-1789254000,-0.014725,0,0,avant clôture #1
C,1789254000,btc-updown-15m-1789254000,-0.001386,0,0,avant clôture #1
A,1789254900,btc-updown-15m-1789254900,-0.001386,0,0,après clôture #2
B,1789254900,btc-updown-15m-1789254900,-0.02154,0,0,entre #1 et #2
C,1789254900,btc-updown-15m-1789254900,-0.001386,0,0,après clôture #2
A,1789255800,btc-updown-15m-1789255800,-0.001386,0,0,entre #1 et #2
B,1789255800,btc-updown-15m-1789255800,-0.009114,0,0,après clôture #2
C,1789255800,btc-updown-15m-1789255800,-0.001386,0,0,entre #1 et #2
A,1789256700,btc-updown-15m-1789256700,-0.001386,0,0,avant clôture #1
B,1789256700,btc-updown-15m-1789256700,-0.02273,0,0,après clôture #2
C,1789256700,btc-updown-15m-1789256700,-0.001386,0,0,après clôture #2
A,1789257600,btc-updown-15m-1789257600,-0.001386,0,0,avant clôture #1
B,1789257600,btc-updown-15m-1789257600,-0.010304,0,0,après clôture #2
C,1789257600,btc-updown-15m-1789257600,0.000291,1,2,après clôture #2
A,1789258500,btc-updown-15m-1789258500,-0.001386,0,0,avant clôture #1
B,1789258500,btc-updown-15m-1789258500,-0.018816,0,0,après clôture #2
C,1789258500,btc-updown-15m-1789258500,-0.001386,0,0,avant clôture #1
A,1789259400,btc-updown-15m-1789259400,0.01727,9,25,après clôture #2
B,1789259400,btc-updown-15m-1789259400,-0.00274396,0,0,après clôture #2
C,1789259400,btc-updown-15m-1789259400,0.0158809,5,9,après clôture #2
A,1789260300,btc-updown-15m-1789260300,-0.00013986,0,0,après clôture #2
B,1789260300,btc-updown-15m-1789260300,-0.02273,0,0,après clôture #2
C,1789260300,btc-updown-15m-1789260300,-0.001386,0,0,après clôture #2
A,1789261200,btc-updown-15m-1789261200,-0.001386,0,0,entre #1 et #2
B,1789261200,btc-updown-15m-1789261200,-0.010304,0,0,après clôture #2
C,1789261200,btc-updown-15m-1789261200,-0.001386,0,0,entre #1 et #2
A,1789262100,btc-updown-15m-1789262100,-0.001386,0,0,avant clôture #1
B,1789262100,btc-updown-15m-1789262100,-0.0126,0,0,après clôture #2
C,1789262100,btc-updown-15m-1789262100,-0.001386,0,0,avant clôture #1
A,1789263000,btc-updown-15m-1789263000,-0.001386,0,0,avant clôture #1
B,1789263000,btc-updown-15m-1789263000,-0.014725,0,0,entre #1 et #2
C,1789263000,btc-updown-15m-1789263000,-0.001386,0,0,entre #1 et #2
A,1789263900,btc-updown-15m-1789263900,-0.001386,0,0,entre #1 et #2
B,1789263900,btc-updown-15m-1789263900,-0.0209418,0,0,après clôture #2
C,1789263900,btc-updown-15m-1789263900,-0.001386,0,0,entre #1 et #2
A,1789264800,btc-updown-15m-1789264800,-0.001386,0,0,après clôture #2
B,1789264800,btc-updown-15m-1789264800,-0.00665,0,0,entre #1 et #2
C,1789264800,btc-updown-15m-1789264800,-0.001386,0,0,après clôture #2
A,1789265700,btc-updown-15m-1789265700,-0.001386,0,0,entre #1 et #2
B,1789265700,btc-updown-15m-1789265700,-0.018505,0,0,après clôture #2
C,1789265700,btc-updown-15m-1789265700,-0.001386,0,0,entre #1 et #2
A,1789266600,btc-updown-15m-1789266600,-0.001386,0,0,après clôture #2
B,1789266600,btc-updown-15m-1789266600,-0.0160126,0,0,avant clôture #1
C,1789266600,btc-updown-15m-1789266600,-0.001386,0,0,après clôture #2
A,1789267500,btc-updown-15m-1789267500,-0.001386,0,0,avant clôture #1
B,1789267500,btc-updown-15m-1789267500,-0.014725,0,0,entre #1 et #2
C,1789267500,btc-updown-15m-1789267500,-0.001386,0,0,avant clôture #1
A,1789268400,btc-updown-15m-1789268400,0.00938636,1,2,après clôture #2
B,1789268400,btc-updown-15m-1789268400,-0.0106606,0,0,après clôture #2
C,1789268400,btc-updown-15m-1789268400,-0.001386,0,0,après clôture #2
A,1789269300,btc-updown-15m-1789269300,0.0074992,4,6,après clôture #2
B,1789269300,btc-updown-15m-1789269300,-0.009114,0,0,après clôture #2
C,1789269300,btc-updown-15m-1789269300,0.0109,3,5,après clôture #2
A,1789270200,btc-updown-15m-1789270200,-0.001386,0,0,avant clôture #1
B,1789270200,btc-updown-15m-1789270200,-0.0110414,0,0,entre #1 et #2
C,1789270200,btc-updown-15m-1789270200,-0.001386,0,0,avant clôture #1
A,1789271100,btc-updown-15m-1789271100,0.00149501,1,2,après clôture #2
B,1789271100,btc-updown-15m-1789271100,-0.018505,0,0,après clôture #2
C,1789271100,btc-updown-15m-1789271100,-0.001386,0,0,entre #1 et #2
A,1789272000,btc-updown-15m-1789272000,-0.001386,0,0,avant clôture #1
B,1789272000,btc-updown-15m-1789272000,-0.019754,0,0,après clôture #2
C,1789272000,btc-updown-15m-1789272000,-0.001386,0,0,après clôture #2
A,1789272900,btc-updown-15m-1789272900,-0.001386,0,0,avant clôture #1
B,1789272900,btc-updown-15m-1789272900,-0.0189218,0,0,avant clôture #1
C,1789272900,btc-updown-15m-1789272900,-0.001386,0,0,après clôture #2
A,1789273800,btc-updown-15m-1789273800,-0.001386,0,0,avant clôture #1
B,1789273800,btc-updown-15m-1789273800,-0.02273,0,0,après clôture #2
C,1789273800,btc-updown-15m-1789273800,-0.001386,0,0,avant clôture #1
A,1789274700,btc-updown-15m-1789274700,-0.001386,0,0,entre #1 et #2
B,1789274700,btc-updown-15m-1789274700,-0.002744,0,0,après clôture #2
C,1789274700,btc-updown-15m-1789274700,-0.001386,0,0,après clôture #2
A,1789275600,btc-updown-15m-1789275600,-0.001386,0,0,avant clôture #1
B,1789275600,btc-updown-15m-1789275600,-0.013409,0,0,entre #1 et #2
C,1789275600,btc-updown-15m-1789275600,-0.001386,0,0,avant clôture #1
A,1789276500,btc-updown-15m-1789276500,-0.001386,0,0,avant clôture #1
B,1789276500,btc-updown-15m-1789276500,-0.009114,0,0,avant clôture #1
C,1789276500,btc-updown-15m-1789276500,-0.001386,0,0,entre #1 et #2
A,1789277400,btc-updown-15m-1789277400,-0.001386,0,0,entre #1 et #2
B,1789277400,btc-updown-15m-1789277400,-0.0213718,0,0,avant clôture #1
C,1789277400,btc-updown-15m-1789277400,-0.001386,0,0,entre #1 et #2
A,1789278300,btc-updown-15m-1789278300,-0.001386,0,0,avant clôture #1
B,1789278300,btc-updown-15m-1789278300,-0.005376,0,0,après clôture #2
C,1789278300,btc-updown-15m-1789278300,-0.001386,0,0,avant clôture #1
A,1789279200,btc-updown-15m-1789279200,-0.001386,0,0,après clôture #2
B,1789279200,btc-updown-15m-1789279200,-0.013409,0,0,après clôture #2
C,1789279200,btc-updown-15m-1789279200,-0.00507784,0,0,entre #1 et #2
A,1789280100,btc-updown-15m-1789280100,-0.001386,0,0,après clôture #2
B,1789280100,btc-updown-15m-1789280100,-0.00930997,0,0,après clôture #2
C,1789280100,btc-updown-15m-1789280100,-0.001386,0,0,après clôture #2
A,1789281000,btc-updown-15m-1789281000,-0.001386,0,0,entre #1 et #2
B,1789281000,btc-updown-15m-1789281000,-0.007896,0,0,après clôture #2
C,1789281000,btc-updown-15m-1789281000,-0.001386,0,0,après clôture #2
A,1789281900,btc-updown-15m-1789281900,-0.001386,0,0,entre #1 et #2
B,1789281900,btc-updown-15m-1789281900,-0.0145208,0,0,entre #1 et #2
C,1789281900,btc-updown-15m-1789281900,-0.001386,0,0,entre #1 et #2
A,1789282800,btc-updown-15m-1789282800,-0.001386,0,0,avant clôture #1
B,1789282800,btc-updown-15m-1789282800,-0.0151493,0,0,entre #1 et #2
C,1789282800,btc-updown-15m-1789282800,-0.001386,0,0,entre #1 et #2
A,1789283700,btc-updown-15m-1789283700,-0.001386,0,0,avant clôture #1
B,1789283700,btc-updown-15m-1789283700,-0.012065,0,0,entre #1 et #2
C,1789283700,btc-updown-15m-1789283700,-0.001386,0,0,avant clôture #1
A,1789284600,btc-updown-15m-1789284600,-0.001386,0,0,avant clôture #1
B,1789284600,btc-updown-15m-1789284600,-0.012065,0,0,avant clôture #1
C,1789284600,btc-updown-15m-1789284600,-0.001386,0,0,avant clôture #1
A,1789285500,btc-updown-15m-1789285500,-0.001386,0,0,avant clôture #1
B,1789285500,btc-updown-15m-1789285500,-0.010304,0,0,après clôture #2
C,1789285500,btc-updown-15m-1789285500,-0.001386,0,0,avant clôture #1
A,1789286400,btc-updown-15m-1789286400,-0.00013986,0,0,après clôture #2
B,1789286400,btc-updown-15m-1789286400,-0.0160129,0,0,après clôture #2
C,1789286400,btc-updown-15m-1789286400,-0.00013986,0,0,après clôture #2
A,1789287300,btc-updown-15m-1789287300,-0.001386,0,0,avant clôture #1
B,1789287300,btc-updown-15m-1789287300,-0.014725,0,0,entre #1 et #2
C,1789287300,btc-updown-15m-1789287300,-0.001386,0,0,entre #1 et #2
A,1789288200,btc-updown-15m-1789288200,-0.00013986,0,0,avant clôture #1
B,1789288200,btc-updown-15m-1789288200,-0.0143417,0,0,après clôture #2
C,1789288200,btc-updown-15m-1789288200,-0.00013986,0,0,avant clôture #1
A,1789289100,btc-updown-15m-1789289100,-0.001386,0,0,avant clôture #1
B,1789289100,btc-updown-15m-1789289100,-0.0147647,0,0,après clôture #2
C,1789289100,btc-updown-15m-1789289100,-0.001386,0,0,avant clôture #1
A,1789290000,btc-updown-15m-1789290000,-0.001386,0,0,avant clôture #1
B,1789290000,btc-updown-15m-1789290000,-0.00665,0,0,après clôture #2
C,1789290000,btc-updown-15m-1789290000,-0.001386,0,0,avant clôture #1
A,1789290900,btc-updown-15m-1789290900,-0.001386,0,0,avant clôture #1
B,1789290900,btc-updown-15m-1789290900,-0.0166996,0,0,entre #1 et #2
C,1789290900,btc-updown-15m-1789290900,-0.001386,0,0,avant clôture #1
A,1789291800,btc-updown-15m-1789291800,-0.001386,0,0,entre #1 et #2
B,1789291800,btc-updown-15m-1789291800,-0.011466,0,0,après clôture #2
C,1789291800,btc-updown-15m-1789291800,-0.001386,0,0,après clôture #2
A,1789292700,btc-updown-15m-1789292700,-0.001386,0,0,avant clôture #1
B,1789292700,btc-updown-15m-1789292700,-0.011466,0,0,entre #1 et #2
C,1789292700,btc-updown-15m-1789292700,-0.001386,0,0,avant clôture #1
A,1789293600,btc-updown-15m-1789293600,-0.001386,0,0,avant clôture #1
B,1789293600,btc-updown-15m-1789293600,-0.014725,0,0,avant clôture #1
C,1789293600,btc-updown-15m-1789293600,-0.002744,0,0,avant clôture #1
A,1789294500,btc-updown-15m-1789294500,-0.001386,0,0,avant clôture #1
B,1789294500,btc-updown-15m-1789294500,-0.010304,0,0,entre #1 et #2
C,1789294500,btc-updown-15m-1789294500,-0.001386,0,0,avant clôture #1
A,1789295400,btc-updown-15m-1789295400,-0.001386,0,0,avant clôture #1
B,1789295400,btc-updown-15m-1789295400,-0.0160126,0,0,entre #1 et #2
C,1789295400,btc-updown-15m-1789295400,-0.001386,0,0,avant clôture #1
A,1789296300,btc-updown-15m-1789296300,-0.001386,0,0,entre #1 et #2
B,1789296300,btc-updown-15m-1789296300,-0.00659708,0,0,avant clôture #1
C,1789296300,btc-updown-15m-1789296300,-0.001386,0,0,entre #1 et #2
A,1789297200,btc-updown-15m-1789297200,-0.001386,0,0,avant clôture #1
B,1789297200,btc-updown-15m-1789297200,-0.022033,0,0,avant clôture #1
C,1789297200,btc-updown-15m-1789297200,-0.001386,0,0,avant clôture #1
A,1789298100,btc-updown-15m-1789298100,-0.001386,0,0,avant clôture #1
B,1789298100,btc-updown-15m-1789298100,-0.005376,0,0,entre #1 et #2
C,1789298100,btc-updown-15m-1789298100,-0.001386,0,0,après clôture #2
A,1789299000,btc-updown-15m-1789299000,-0.001386,0,0,entre #1 et #2
B,1789299000,btc-updown-15m-1789299000,-0.014725,0,0,entre #1 et #2
C,1789299000,btc-updown-15m-1789299000,-0.001386,0,0,entre #1 et #2
A,1789299900,btc-updown-15m-1789299900,-0.001386,0,0,après clôture #2
B,1789299900,btc-updown-15m-1789299900,-0.004074,0,0,avant clôture #1
C,1789299900,btc-updown-15m-1789299900,-0.001386,0,0,après clôture #2
A,1789300800,btc-updown-15m-1789300800,0.00796761,6,11,après clôture #2
B,1789300800,btc-updown-15m-1789300800,-0.010304,0,0,après clôture #2
C,1789300800,btc-updown-15m-1789300800,0.005275,4,5,après clôture #2
A,1789301700,btc-updown-15m-1789301700,-0.001386,0,0,avant clôture #1
B,1789301700,btc-updown-15m-1789301700,-0.009114,0,0,après clôture #2
C,1789301700,btc-updown-15m-1789301700,-0.001386,0,0,avant clôture #1
A,1789302600,btc-updown-15m-1789302600,-0.001386,0,0,avant clôture #1
B,1789302600,btc-updown-15m-1789302600,-0.0126,0,0,après clôture #2
C,1789302600,btc-updown-15m-1789302600,-0.001386,0,0,avant clôture #1
A,1789303500,btc-updown-15m-1789303500,-0.001386,0,0,avant clôture #1
B,1789303500,btc-updown-15m-1789303500,-0.013706,0,0,avant clôture #1
C,1789303500,btc-updown-15m-1789303500,-0.001386,0,0,avant clôture #1
A,1789304400,btc-updown-15m-1789304400,-0.001386,0,0,avant clôture #1
B,1789304400,btc-updown-15m-1789304400,-0.014033,0,0,entre #1 et #2
C,1789304400,btc-updown-15m-1789304400,-0.001386,0,0,après clôture #2
A,1789305300,btc-updown-15m-1789305300,-0.00013986,0,0,entre #1 et #2
B,1789305300,btc-updown-15m-1789305300,-0.014784,0,0,entre #1 et #2
C,1789305300,btc-updown-15m-1789305300,-0.00013986,0,0,entre #1 et #2
A,1789306200,btc-updown-15m-1789306200,-0.001386,0,0,avant clôture #1
B,1789306200,btc-updown-15m-1789306200,-0.0201388,0,0,après clôture #2
C,1789306200,btc-updown-15m-1789306200,-0.001386,0,0,avant clôture #1
A,1789307100,btc-updown-15m-1789307100,-0.00013986,0,0,après clôture #2
B,1789307100,btc-updown-15m-1789307100,-0.019709,0,0,entre #1 et #2
C,1789307100,btc-updown-15m-1789307100,-0.00013986,0,0,après clôture #2
A,1789308000,btc-updown-15m-1789308000,-0.001386,0,0,entre #1 et #2
B,1789308000,btc-updown-15m-1789308000,-0.014725,0,0,après clôture #2
C,1789308000,btc-updown-15m-1789308000,-0.001386,0,0,entre #1 et #2
A,1789308900,btc-updown-15m-1789308900,-0.00013986,0,0,après clôture #2
B,1789308900,btc-updown-15m-1789308900,-0.00627117,0,0,avant clôture #1
C,1789308900,btc-updown-15m-1789308900,-0.00013986,0,0,avant clôture #1
A,1789309800,btc-updown-15m-1789309800,-0.001386,0,0,avant clôture #1
B,1789309800,btc-updown-15m-1789309800,-0.014725,0,0,après clôture #2
C,1789309800,btc-updown-15m-1789309800,-0.001386,0,0,avant clôture #1
A,1789310700,btc-updown-15m-1789310700,0.00619013,1,2,après clôture #2
B,1789310700,btc-updown-15m-1789310700,-0.002744,0,0,après clôture #2
C,1789310700,btc-updown-15m-1789310700,0.00619007,1,1,après clôture #2
A,1789311600,btc-updown-15m-1789311600,-0.001386,0,0,entre #1 et #2
B,1789311600,btc-updown-15m-1789311600,-0.004074,0,0,avant clôture #1
C,1789311600,btc-updown-15m-1789311600,-0.001386,0,0,entre #1 et #2
A,1789312500,btc-updown-15m-1789312500,-0.001386,0,0,avant clôture #1
B,1789312500,btc-updown-15m-1789312500,-0.014784,0,0,entre #1 et #2
C,1789312500,btc-updown-15m-1789312500,-0.001386,0,0,avant clôture #1
A,1789313400,btc-updown-15m-1789313400,-0.001386,0,0,avant clôture #1
B,1789313400,btc-updown-15m-1789313400,-0.0227299,0,0,entre #1 et #2
C,1789313400,btc-updown-15m-1789313400,-0.00830194,0,0,entre #1 et #2
A,1789314300,btc-updown-15m-1789314300,-0.001386,0,0,avant clôture #1
B,1789314300,btc-updown-15m-1789314300,-0.0226475,0,0,avant clôture #1
C,1789314300,btc-updown-15m-1789314300,-0.001386,0,0,avant clôture #1
A,1789315200,btc-updown-15m-1789315200,-0.001386,0,0,avant clôture #1
B,1789315200,btc-updown-15m-1789315200,-0.017527,0,0,après clôture #2
C,1789315200,btc-updown-15m-1789315200,-0.001386,0,0,avant clôture #1
A,1789316100,btc-updown-15m-1789316100,-0.001386,0,0,avant clôture #1
B,1789316100,btc-updown-15m-1789316100,-0.00961163,0,0,après clôture #2
C,1789316100,btc-updown-15m-1789316100,-0.001386,0,0,avant clôture #1
A,1789317000,btc-updown-15m-1789317000,-0.001386,0,0,avant clôture #1
B,1789317000,btc-updown-15m-1789317000,-0.002744,0,0,après clôture #2
C,1789317000,btc-updown-15m-1789317000,-0.001386,0,0,avant clôture #1
A,1789317900,btc-updown-15m-1789317900,-0.001386,0,0,avant clôture #1
B,1789317900,btc-updown-15m-1789317900,-0.0167512,0,0,après clôture #2
C,1789317900,btc-updown-15m-1789317900,-0.001386,0,0,avant clôture #1
A,1789318800,btc-updown-15m-1789318800,-0.001386,0,0,entre #1 et #2
B,1789318800,btc-updown-15m-1789318800,-0.013409,0,0,après clôture #2
C,1789318800,btc-updown-15m-1789318800,-0.001386,0,0,entre #1 et #2
A,1789319700,btc-updown-15m-1789319700,-0.001386,0,0,avant clôture #1
B,1789319700,btc-updown-15m-1789319700,-0.009114,0,0,entre #1 et #2
C,1789319700,btc-updown-15m-1789319700,-0.001386,0,0,avant clôture #1
A,1789320600,btc-updown-15m-1789320600,-0.001386,0,0,avant clôture #1
B,1789320600,btc-updown-15m-1789320600,-0.012065,0,0,après clôture #2
C,1789320600,btc-updown-15m-1789320600,-0.001386,0,0,après clôture #2
A,1789321500,btc-updown-15m-1789321500,-0.001386,0,0,avant clôture #1
B,1789321500,btc-updown-15m-1789321500,-0.00594212,0,0,après clôture #2
C,1789321500,btc-updown-15m-1789321500,-0.001386,0,0,avant clôture #1
A,1789322400,btc-updown-15m-1789322400,-0.001386,0,0,avant clôture #1
B,1789322400,btc-updown-15m-1789322400,-0.014725,0,0,entre #1 et #2
C,1789322400,btc-updown-15m-1789322400,-0.001386,0,0,avant clôture #1
A,1789323300,btc-updown-15m-1789323300,-0.001386,0,0,avant clôture #1
B,1789323300,btc-updown-15m-1789323300,-0.014725,0,0,avant clôture #1
C,1789323300,btc-updown-15m-1789323300,-0.001386,0,0,avant clôture #1
A,1789324200,btc-updown-15m-1789324200,-0.001386,0,0,avant clôture #1
B,1789324200,btc-updown-15m-1789324200,-0.010304,0,0,entre #1 et #2
C,1789324200,btc-updown-15m-1789324200,-0.001386,0,0,avant clôture #1
A,1789325100,btc-updown-15m-1789325100,-0.001386,0,0,entre #1 et #2
B,1789325100,btc-updown-15m-1789325100,-0.0227299,0,0,avant clôture #1
C,1789325100,btc-updown-15m-1789325100,-0.001386,0,0,entre #1 et #2
A,1789326000,btc-updown-15m-1789326000,0.0052752,3,5,après clôture #2
B,1789326000,btc-updown-15m-1789326000,-0.004074,0,0,entre #1 et #2
C,1789326000,btc-updown-15m-1789326000,0.0052752,1,4,après clôture #2
A,1789326900,btc-updown-15m-1789326900,-0.001386,0,0,avant clôture #1
B,1789326900,btc-updown-15m-1789326900,-0.00665,0,0,entre #1 et #2
C,1789326900,btc-updown-15m-1789326900,-0.001386,0,0,avant clôture #1
A,1789327800,btc-updown-15m-1789327800,-0.001386,0,0,avant clôture #1
B,1789327800,btc-updown-15m-1789327800,-0.014725,0,0,après clôture #2
C,1789327800,btc-updown-15m-1789327800,-0.001386,0,0,avant clôture #1
A,1789328700,btc-updown-15m-1789328700,-0.001386,0,0,avant clôture #1
B,1789328700,btc-updown-15m-1789328700,-0.016258,0,0,entre #1 et #2
C,1789328700,btc-updown-15m-1789328700,-0.001386,0,0,avant clôture #1
A,1789329600,btc-updown-15m-1789329600,-0.001386,0,0,avant clôture #1
B,1789329600,btc-updown-15m-1789329600,-0.013409,0,0,avant clôture #1
C,1789329600,btc-updown-15m-1789329600,-0.001386,0,0,avant clôture #1
A,1789330500,btc-updown-15m-1789330500,-0.001386,0,0,avant clôture #1
B,1789330500,btc-updown-15m-1789330500,-0.014725,0,0,après clôture #2
C,1789330500,btc-updown-15m-1789330500,-0.001386,0,0,avant clôture #1
A,1789331400,btc-updown-15m-1789331400,-0.001386,0,0,entre #1 et #2
B,1789331400,btc-updown-15m-1789331400,-0.0134089,0,0,après clôture #2
C,1789331400,btc-updown-15m-1789331400,-0.001386,0,0,entre #1 et #2
A,1789332300,btc-updown-15m-1789332300,-0.001386,0,0,avant clôture #1
B,1789332300,btc-updown-15m-1789332300,-0.0240599,0,0,après clôture #2
C,1789332300,btc-updown-15m-1789332300,-0.001386,0,0,avant clôture #1
A,1789333200,btc-updown-15m-1789333200,-0.001386,0,0,avant clôture #1
B,1789333200,btc-updown-15m-1789333200,-0.018505,0,0,après clôture #2
C,1789333200,btc-updown-15m-1789333200,-0.001386,0,0,entre #1 et #2
A,1789334100,btc-updown-15m-1789334100,-0.001386,0,0,après clôture #2
B,1789334100,btc-updown-15m-1789334100,-0.0203352,0,0,après clôture #2
C,1789334100,btc-updown-15m-1789334100,-0.002744,0,0,avant clôture #1
A,1789335000,btc-updown-15m-1789335000,-0.00081216,0,0,avant clôture #1
B,1789335000,btc-updown-15m-1789335000,-0.014725,0,0,après clôture #2
C,1789335000,btc-updown-15m-1789335000,-0.00081216,0,0,avant clôture #1
A,1789335900,btc-updown-15m-1789335900,-0.001386,0,0,avant clôture #1
B,1789335900,btc-updown-15m-1789335900,-0.02273,0,0,après clôture #2
C,1789335900,btc-updown-15m-1789335900,-0.001386,0,0,entre #1 et #2
A,1789336800,btc-updown-15m-1789336800,-0.001386,0,0,avant clôture #1
B,1789336800,btc-updown-15m-1789336800,-0.010304,0,0,entre #1 et #2
C,1789336800,btc-updown-15m-1789336800,-0.001386,0,0,avant clôture #1
A,1789337700,btc-updown-15m-1789337700,-0.001386,0,0,avant clôture #1
B,1789337700,btc-updown-15m-1789337700,-0.018505,0,0,entre #1 et #2
C,1789337700,btc-updown-15m-1789337700,-0.007896,0,0,entre #1 et #2
A,1789338600,btc-updown-15m-1789338600,-0.001386,0,0,avant clôture #1
B,1789338600,btc-updown-15m-1789338600,-0.00974621,0,0,entre #1 et #2
C,1789338600,btc-updown-15m-1789338600,-0.001386,0,0,entre #1 et #2
A,1789339500,btc-updown-15m-1789339500,-0.001386,0,0,entre #1 et #2
B,1789339500,btc-updown-15m-1789339500,-0.012065,0,0,après clôture #2
C,1789339500,btc-updown-15m-1789339500,-0.001386,0,0,après clôture #2
A,1789340400,btc-updown-15m-1789340400,-0.001386,0,0,avant clôture #1
B,1789340400,btc-updown-15m-1789340400,-0.0188219,0,0,entre #1 et #2
C,1789340400,btc-updown-15m-1789340400,-0.001386,0,0,avant clôture #1
A,1789341300,btc-updown-15m-1789341300,0.0105868,4,10,après clôture #2
B,1789341300,btc-updown-15m-1789341300,-0.007896,0,0,après clôture #2
C,1789341300,btc-updown-15m-1789341300,0.002727,1,2,après clôture #2
A,1789342200,btc-updown-15m-1789342200,-0.001386,0,0,entre #1 et #2
B,1789342200,btc-updown-15m-1789342200,-0.0148372,0,0,après clôture #2
C,1789342200,btc-updown-15m-1789342200,-0.001386,0,0,entre #1 et #2
A,1789343100,btc-updown-15m-1789343100,-0.001386,0,0,avant clôture #1
B,1789343100,btc-updown-15m-1789343100,-0.014725,0,0,avant clôture #1
C,1789343100,btc-updown-15m-1789343100,-0.001386,0,0,avant clôture #1
A,1789344000,btc-updown-15m-1789344000,-0.001386,0,0,avant clôture #1
B,1789344000,btc-updown-15m-1789344000,-0.011466,0,0,avant clôture #1
C,1789344000,btc-updown-15m-1789344000,-0.001386,0,0,entre #1 et #2
A,1789344900,btc-updown-15m-1789344900,-0.001386,0,0,avant clôture #1
B,1789344900,btc-updown-15m-1789344900,-0.0169541,0,0,avant clôture #1
C,1789344900,btc-updown-15m-1789344900,-0.000809934,0,0,entre #1 et #2
A,1789345800,btc-updown-15m-1789345800,-0.001386,0,0,entre #1 et #2
B,1789345800,btc-updown-15m-1789345800,-0.014725,0,0,entre #1 et #2
C,1789345800,btc-updown-15m-1789345800,-0.001386,0,0,entre #1 et #2
A,1789346700,btc-updown-15m-1789346700,-0.001386,0,0,avant clôture #1
B,1789346700,btc-updown-15m-1789346700,-0.005376,0,0,après clôture #2
C,1789346700,btc-updown-15m-1789346700,-0.001386,0,0,avant clôture #1
A,1789347600,btc-updown-15m-1789347600,-0.001386,0,0,avant clôture #1
B,1789347600,btc-updown-15m-1789347600,-0.0147247,0,0,avant clôture #1
C,1789347600,btc-updown-15m-1789347600,-0.001386,0,0,avant clôture #1
A,1789348500,btc-updown-15m-1789348500,0.020411,1,1,après clôture #2
B,1789348500,btc-updown-15m-1789348500,0.000355035,1,1,après clôture #2
C,1789348500,btc-updown-15m-1789348500,-0.00340022,0,0,avant clôture #1
A,1789349400,btc-updown-15m-1789349400,-0.00013986,0,0,après clôture #2
B,1789349400,btc-updown-15m-1789349400,-0.0129861,0,0,après clôture #2
C,1789349400,btc-updown-15m-1789349400,-0.001386,0,0,après clôture #2
A,1789350300,btc-updown-15m-1789350300,-0.002744,0,0,après clôture #2
B,1789350300,btc-updown-15m-1789350300,-0.010304,0,0,après clôture #2
C,1789350300,btc-updown-15m-1789350300,-0.00665,0,0,après clôture #2
