slug,duration,half,strategy,label,side,price,t_place,t_cancel,q_ahead,crossing,placed,executed,t_fill,delay_fill_s,fill_reason,y,would_win,pnl_per_share,pnl_per_placed_share,pnl_order,rebate_per_share,model
btc-updown-15m-1789399800,15m,2e moitié,two_sided,0.48/S+0,down,0.48,1789399740.0,1789399800.0,91.0,False,True,False,,,,1.0,0.0,,0.0,0.0,,
btc-updown-15m-1789400700,15m,2e moitié,two_sided,0.48/S+0,up,0.48,1789400640.0,1789400700.0,100.0,False,True,False,,,,0.0,0.0,,0.0,0.0,,
btc-updown-15m-1789400700,15m,2e moitié,two_sided,0.48/S+0,down,0.48,1789400640.0,1789400700.0,91.0,False,True,False,,,,0.0,1.0,,0.0,0.0,,
btc-updown-15m-1789401600,15m,2e moitié,two_sided,0.48/S+0,up,0.48,1789401540.0,1789401600.0,100.0,False,True,False,,,,0.0,0.0,,0.0,0.0,,
btc-updown-15m-1789401600,15m,2e moitié,two_sided,0.48/S+0,down,0.48,1789401540.0,1789401600.0,91.0,False,True,False,,,,0.0,1.0,,0.0,0.0,,
btc-updown-15m-1789402500,15m,2e moitié,two_sided,0.48/S+0,up,0.48,1789402440.0,1789402500.0,100.0,False,True,False,,,,1.0,1.0,,0.0,0.0,,
btc-updown-15m-1789402500,15m,2e moitié,two_sided,0.48/S+0,down,0.48,1789402440.0,1789402500.0,91.0,False,True,False,,,,1.0,0.0,,0.0,0.0,,
btc-updown-15m-1789403400,15m,2e moitié,two_sided,0.48/S+0,up,0.48,1789403340.0,1789403400.0,100.0,True,False,False,,,,0.0,0.0,,,,,
btc-updown-15m-1789403400,15m,2e moitié,two_sided,0.48/S+0,down,0.48,1789403340.0,1789403400.0,91.0,False,True,False,,,,0.0,1.0,,0.0,0.0,,
btc-updown-15m-1789404300,15m,2e moitié,two_sided,0.48/S+0,up,0.48,1789404240.0,1789404300.0,100.0,True,False,False,,,,1.0,1.0,,,,,
btc-updown-15m-1789404300,15m,2e moitié,two_sided,0.48/S+0,down,0.48,1789404240.0,1789404300.0,91.0,False,True,False,,,,1.0,0.0,,0.0,0.0,,
btc-updown-15m-1789405200,15m,2e moitié,two_sided,0.48/S+0,up,0.48,1789405140.0,1789405200.0,100.0,True,False,False,,,,1.0,1.0,,,,,
btc-updown-15m-1789405200,15m,2e moitié,two_sided,0.48/S+0,down,0.48,1789405140.0,1789405200.0,91.0,False,True,False,,,,1.0,0.0,,0.0,0.0,,
btc-updown-15m-1789406100,15m,2e moitié,two_sided,0.48/S+0,up,0.48,1789406040.0,1789406100.0,100.0,True,False,False,,,,1.0,1.0,,,,,
btc-updown-15m-1789406100,15m,2e moitié,two_sided,0.48/S+0,down,0.48,1789406040.0,1789406100.0,91.0,False,True,False,,,,1.0,0.0,,0.0,0.0,,
btc-updown-15m-1789407000,15m,2e moitié,two_sided,0.48/S+0,up,0.48,1789406940.0,1789407000.0,100.0,True,False,False,,,,0.0,0.0,,,,,
btc-updown-15m-1789407000,15m,2e moitié,two_sided,0.48/S+0,down,0.48,1789406940.0,1789407000.0,91.0,False,True,False,,,,0.0,1.0,,0.0,0.0,,
btc-updown-15m-1789407900,15m,2e moitié,two_sided,0.48/S+0,up,0.48,1789407840.0,1789407900.0,100.0,True,False,False,,,,1.0,1.0,,,,,
btc-updown-15m-1789407900,15m,2e moitié,two_sided,0.48/S+0,down,0.48,1789407840.0,1789407900.0,91.0,False,True,False,,,,1.0,0.0,,0.0,0.0,,
btc-updown-15m-1789408800,15m,2e moitié,two_sided,0.48/S+0,up,0.48,1789408740.0,1789408800.0,100.0,True,False,False,,,,0.0,0.0,,,,,
btc-updown-15m-1789408800,15m,2e moitié,two_sided,0.48/S+0,down,0.48,1789408740.0,1789408800.0,91.0,False,True,False,,,,0.0,1.0,,0.0,0.0,,
btc-updown-15m-1789409700,15m,2e moitié,two_sided,0.48/S+0,up,0.48,1789409640.0,1789409700.0,100.0,True,False,False,,,,1.0,1.0,,,,,
btc-updown-15m-1789409700,15m,2e moitié,two_sided,0.48/S+0,down,0.48,1789409640.0,1789409700.0,91.0,False,True,False,,,,1.0,0.0,,0.0,0.0,,
btc-updown-15m-1789410600,15m,2e moitié,two_sided,0.48/S+0,up,0.48,1789410540.0,1789410600.0,100.0,True,False,False,,,,1.0,1.0,,,,,
btc-updown-15m-1789410600,15m,2e moitié,two_sided,0.48/S+0,down,0.48,1789410540.0,1789410600.0,91.0,False,True,False,,,,1.0,0.0,,0.0,0.0,,
btc-updown-15m-1789411500,15m,2e moitié,two_sided,0.48/S+0,up,0.48,1789411440.0,1789411500.0,100.0,True,False,False,,,,1.0,1.0,,,,,
btc-updown-15m-1789411500,15m,2e moitié,two_sided,0.48/S+0,down,0.48,1789411440.0,1789411500.0,91.0,False,True,False,,,,1.0,0.0,,0.0,0.0,,
btc-updown-15m-1789412400,15m,2e moitié,two_sided,0.48/S+0,up,0.48,1789412340.0,1789412400.0,100.0,True,False,False,,,,0.0,0.0,,,,,
btc-updown-15m-1789412400,15m,2e moitié,two_sided,0.48/S+0,down,0.48,1789412340.0,1789412400.0,91.0,False,True,False,,,,0.0,1.0,,0.0,0.0,,
btc-updown-15m-1789413300,15m,2e moitié,two_sided,0.48/S+0,up,0.48,1789413240.0,1789413300.0,100.0,True,False,False,,,,1.0,1.0,,,,,
btc-updown-15m-1789413300,15m,2e moitié,two_sided,0.48/S+0,down,0.48,1789413240.0,1789413300.0,91.0,False,True,False,,,,1.0,0.0,,0.0,0.0,,
btc-updown-15m-1789414200,15m,2e moitié,two_sided,0.48/S+0,up,0.48,1789414140.0,1789414200.0,100.0,True,False,False,,,,0.0,0.0,,,,,
btc-updown-15m-1789414200,15m,2e moitié,two_sided,0.48/S+0,down,0.48,1789414140.0,1789414200.0,91.0,False,True,False,,,,0.0,1.0,,0.0,0.0,,
btc-updown-15m-1789415100,15m,2e moitié,two_sided,0.48/S+0,up,0.48,1789415040.0,1789415100.0,100.0,False,True,False,,,,0.0,0.0,,0.0,0.0,,
btc-updown-15m-1789415100,15m,2e moitié,two_sided,0.48/S+0,down,0.48,1789415040.0,1789415100.0,91.0,False,True,True,1789415086.0,46.0,traversal,0.0,1.0,0.52,0.52,52.0,0.0034944000000000004,
btc-updown-15m-1789416000,15m,2e moitié,two_sided,0.48/S+0,up,0.48,1789415940.0,1789416000.0,100.0,False,True,False,,,,1.0,1.0,,0.0,0.0,,
btc-updown-15m-1789416000,15m,2e moitié,two_sided,0.48/S+0,down,0.48,1789415940.0,1789416000.0,91.0,False,True,False,,,,1.0,0.0,,0.0,0.0,,
btc-updown-15m-1789416900,15m,2e moitié,two_sided,0.48/S+0,up,0.48,1789416840.0,1789416900.0,100.0,False,True,False,,,,1.0,1.0,,0.0,0.0,,
btc-updown-15m-1789416900,15m,2e moitié,two_sided,0.48/S+0,down,0.48,1789416840.0,1789416900.0,91.0,False,True,False,,,,1.0,0.0,,0.0,0.0,,
btc-updown-15m-1789417800,15m,2e moitié,two_sided,0.48/S+0,up,0.48,1789417740.0,1789417800.0,100.0,True,False,False,,,,0.0,0.0,,,,,
btc-updown-15m-1789417800,15m,2e moitié,two_sided,0.48/S+0,down,0.48,1789417740.0,1789417800.0,91.0,False,True,False,,,,0.0,1.0,,0.0,0.0,,
btc-updown-15m-1789418700,15m,2e moitié,two_sided,0.48/S+0,up,0.48,1789418640.0,1789418700.0,100.0,True,False,False,,,,0.0,0.0,,,,,
btc-updown-15m-1789418700,15m,2e moitié,two_sided,0.48/S+0,down,0.48,1789418640.0,1789418700.0,91.0,False,True,False,,,,0.0,1.0,,0.0,0.0,,
btc-updown-15m-1789419600,15m,2e moitié,two_sided,0.48/S+0,up,0.48,1789419540.0,1789419600.0,100.0,False,True,False,,,,0.0,0.0,,0.0,0.0,,
btc-updown-15m-1789419600,15m,2e moitié,two_sided,0.48/S+0,down,0.48,1789419540.0,1789419600.0,91.0,False,True,False,,,,0.0,1.0,,0.0,0.0,,
btc-updown-15m-1789420500,15m,2e moitié,two_sided,0.48/S+0,up,0.48,1789420440.0,1789420500.0,100.0,False,True,False,,,,1.0,1.0,,0.0,0.0,,
btc-updown-15m-1789420500,15m,2e moitié,two_sided,0.48/S+0,down,0.48,1789420440.0,1789420500.0,91.0,False,True,True,1789420498.0,58.0,queue,1.0,0.0,-0.48,-0.48,-48.0,0.0034944000000000004,
btc-updown-15m-1789421400,15m,2e moitié,two_sided,0.48/S+0,up,0.48,1789421340.0,1789421400.0,100.0,False,True,False,,,,0.0,0.0,,0.0,0.0,,
btc-updown-15m-1789421400,15m,2e moitié,two_sided,0.48/S+0,down,0.48,1789421340.0,1789421400.0,91.0,False,True,False,,,,0.0,1.0,,0.0,0.0,,
btc-updown-15m-1789422300,15m,2e moitié,two_sided,0.48/S+0,up,0.48,1789422240.0,1789422300.0,100.0,False,True,False,,,,0.0,0.0,,0.0,0.0,,
btc-updown-15m-1789422300,15m,2e moitié,two_sided,0.48/S+0,down,0.48,1789422240.0,1789422300.0,91.0,True,False,False,,,,0.0,1.0,,,,,
btc-updown-15m-1789423200,15m,2e moitié,two_sided,0.48/S+0,up,0.48,1789423140.0,1789423200.0,100.0,False,True,False,,,,1.0,1.0,,0.0,0.0,,
btc-updown-15m-1789423200,15m,2e moitié,two_sided,0.48/S+0,down,0.48,1789423140.0,1789423200.0,91.0,True,False,False,,,,1.0,0.0,,,,,
btc-updown-15m-1789424100,15m,2e moitié,two_sided,0.48/S+0,up,0.48,1789424040.0,1789424100.0,100.0,False,True,False,,,,0.0,0.0,,0.0,0.0,,
btc-updown-15m-1789424100,15m,2e moitié,two_sided,0.48/S+0,down,0.48,1789424040.0,1789424100.0,91.0,False,True,False,,,,0.0,1.0,,0.0,0.0,,
btc-updown-15m-1789425000,15m,2e moitié,two_sided,0.48/S+0,up,0.48,1789424940.0,1789425000.0,100.0,False,True,False,,,,1.0,1.0,,0.0,0.0,,
btc-updown-15m-1789425000,15m,2e moitié,two_sided,0.48/S+0,down,0.48,1789424940.0,1789425000.0,91.0,True,False,False,,,,1.0,0.0,,,,,
btc-updown-15m-1789425900,15m,2e moitié,two_sided,0.48/S+0,up,0.48,1789425840.0,1789425900.0,100.0,False,True,False,,,,0.0,0.0,,0.0,0.0,,
btc-updown-15m-1789425900,15m,2e moitié,two_sided,0.48/S+0,down,0.48,1789425840.0,1789425900.0,91.0,True,False,False,,,,0.0,1.0,,,,,
btc-updown-15m-1789426800,15m,2e moitié,two_sided,0.48/S+0,up,0.48,1789426740.0,1789426800.0,100.0,False,True,False,,,,0.0,0.0,,0.0,0.0,,
btc-updown-15m-1789426800,15m,2e moitié,two_sided,0.48/S+0,down,0.48,1789426740.0,1789426800.0,91.0,True,False,False,,,,0.0,1.0,,,,,
btc-updown-15m-1789427700,15m,2e moitié,two_sided,0.48/S+0,up,0.48,1789427640.0,1789427700.0,100.0,False,True,False,,,,0.0,0.0,,0.0,0.0,,
btc-updown-15m-1789427700,15m,2e moitié,two_sided,0.48/S+0,down,0.48,1789427640.0,1789427700.0,91.0,True,False,False,,,,0.0,1.0,,,,,
btc-updown-15m-1789428600,15m,2e moitié,two_sided,0.48/S+0,up,0.48,1789428540.0,1789428600.0,100.0,False,True,False,,,,0.0,0.0,,0.0,0.0,,
btc-updown-15m-1789428600,15m,2e moitié,two_sided,0.48/S+0,down,0.48,1789428540.0,1789428600.0,91.0,True,False,False,,,,0.0,1.0,,,,,
btc-updown-15m-1789429500,15m,2e moitié,two_sided,0.48/S+0,up,0.48,1789429440.0,1789429500.0,100.0,False,True,False,,,,0.0,0.0,,0.0,0.0,,
btc-updown-15m-1789429500,15m,2e moitié,two_sided,0.48/S+0,down,0.48,1789429440.0,1789429500.0,91.0,True,False,False,,,,0.0,1.0,,,,,
btc-updown-15m-1789430400,15m,2e moitié,two_sided,0.48/S+0,up,0.48,1789430340.0,1789430400.0,100.0,False,True,False,,,,0.0,0.0,,0.0,0.0,,
btc-updown-15m-1789430400,15m,2e moitié,two_sided,0.48/S+0,down,0.48,1789430340.0,1789430400.0,91.0,True,False,False,,,,0.0,1.0,,,,,
btc-updown-15m-1789431300,15m,2e moitié,two_sided,0.48/S+0,up,0.48,1789431240.0,1789431300.0,100.0,False,True,False,,,,0.0,0.0,,0.0,0.0,,
btc-updown-15m-1789431300,15m,2e moitié,two_sided,0.48/S+0,down,0.48,1789431240.0,1789431300.0,91.0,True,False,False,,,,0.0,1.0,,,,,
btc-updown-15m-1789432200,15m,2e moitié,two_sided,0.48/S+0,up,0.48,1789432140.0,1789432200.0,100.0,False,True,False,,,,0.0,0.0,,0.0,0.0,,
btc-updown-15m-1789432200,15m,2e moitié,two_sided,0.48/S+0,down,0.48,1789432140.0,1789432200.0,91.0,True,False,False,,,,0.0,1.0,,,,,
btc-updown-15m-1789433100,15m,2e moitié,two_sided,0.48/S+0,up,0.48,1789433040.0,1789433100.0,100.0,False,True,False,,,,0.0,0.0,,0.0,0.0,,
btc-updown-15m-1789433100,15m,2e moitié,two_sided,0.48/S+0,down,0.48,1789433040.0,1789433100.0,91.0,True,False,False,,,,0.0,1.0,,,,,
btc-updown-15m-1789434000,15m,2e moitié,two_sided,0.48/S+0,up,0.48,1789433940.0,1789434000.0,100.0,False,True,False,,,,0.0,0.0,,0.0,0.0,,
btc-updown-15m-1789434000,15m,2e moitié,two_sided,0.48/S+0,down,0.48,1789433940.0,1789434000.0,91.0,True,False,False,,,,0.0,1.0,,,,,
btc-updown-15m-1789434900,15m,2e moitié,two_sided,0.48/S+0,up,0.48,1789434840.0,1789434900.0,100.0,False,True,False,,,,1.0,1.0,,0.0,0.0,,
btc-updown-15m-1789434900,15m,2e moitié,two_sided,0.48/S+0,down,0.48,1789434840.0,1789434900.0,91.0,True,False,False,,,,1.0,0.0,,,,,
btc-updown-15m-1789435800,15m,2e moitié,two_sided,0.48/S+0,up,0.48,1789435740.0,1789435800.0,100.0,False,True,False,,,,1.0,1.0,,0.0,0.0,,
btc-updown-15m-1789435800,15m,2e moitié,two_sided,0.48/S+0,down,0.48,1789435740.0,1789435800.0,91.0,True,False,False,,,,1.0,0.0,,,,,
btc-updown-15m-1789436700,15m,2e moitié,two_sided,0.48/S+0,up,0.48,1789436640.0,1789436700.0,100.0,False,True,False,,,,0.0,0.0,,0.0,0.0,,
btc-updown-15m-1789436700,15m,2e moitié,two_sided,0.48/S+0,down,0.48,1789436640.0,1789436700.0,91.0,False,True,False,,,,0.0,1.0,,0.0,0.0,,
btc-updown-15m-1789437600,15m,2e moitié,two_sided,0.48/S+0,up,0.48,1789437540.0,1789437600.0,100.0,False,True,False,,,,1.0,1.0,,0.0,0.0,,
btc-updown-15m-1789437600,15m,2e moitié,two_sided,0.48/S+0,down,0.48,1789437540.0,1789437600.0,91.0,True,False,False,,,,1.0,0.0,,,,,
btc-updown-15m-1789438500,15m,2e moitié,two_sided,0.48/S+0,up,0.48,1789438440.0,1789438500.0,100.0,False,True,False,,,,0.0,0.0,,0.0,0.0,,
btc-updown-15m-1789438500,15m,2e moitié,two_sided,0.48/S+0,down,0.48,1789438440.0,1789438500.0,91.0,False,True,False,,,,0.0,1.0,,0.0,0.0,,
btc-updown-15m-1789439400,15m,2e moitié,two_sided,0.48/S+0,up,0.48,1789439340.0,1789439400.0,100.0,False,True,False,,,,0.0,0.0,,0.0,0.0,,
btc-updown-15m-1789439400,15m,2e moitié,two_sided,0.48/S+0,down,0.48,1789439340.0,1789439400.0,91.0,False,True,False,,,,0.0,1.0,,0.0,0.0,,
btc-updown-15m-1789440300,15m,2e moitié,two_sided,0.48/S+0,up,0.48,1789440240.0,1789440300.0,100.0,False,True,False,,,,1.0,1.0,,0.0,0.0,,
btc-updown-15m-1789440300,15m,2e moitié,two_sided,0.48/S+0,down,0.48,1789440240.0,1789440300.0,91.0,False,True,False,,,,1.0,0.0,,0.0,0.0,,
btc-updown-15m-1789441200,15m,2e moitié,two_sided,0.48/S+0,up,0.48,1789441140.0,1789441200.0,100.0,False,True,False,,,,0.0,0.0,,0.0,0.0,,
btc-updown-15m-1789441200,15m,2e moitié,two_sided,0.48/S+0,down,0.48,1789441140.0,1789441200.0,91.0,False,True,True,1789441180.0,40.0,traversal,0.0,1.0,0.52,0.52,52.0,0.0034944000000000004,
btc-updown-15m-1789442100,15m,2e moitié,two_sided,0.48/S+0,up,0.48,1789442040.0,1789442100.0,100.0,False,True,False,,,,1.0,1.0,,0.0,0.0,,
btc-updown-15m-1789442100,15m,2e moitié,two_sided,0.48/S+0,down,0.48,1789442040.0,1789442100.0,91.0,True,False,False,,,,1.0,0.0,,,,,
btc-updown-15m-1789443000,15m,2e moitié,two_sided,0.48/S+0,up,0.48,1789442940.0,1789443000.0,100.0,False,True,False,,,,0.0,0.0,,0.0,0.0,,
btc-updown-15m-1789443000,15m,2e moitié,two_sided,0.48/S+0,down,0.48,1789442940.0,1789443000.0,91.0,False,True,True,1789442991.0,51.0,traversal,0.0,1.0,0.52,0.52,52.0,0.0034944000000000004,
btc-updown-15m-1789443900,15m,2e moitié,two_sided,0.48/S+0,up,0.48,1789443840.0,1789443900.0,100.0,False,True,False,,,,0.0,0.0,,0.0,0.0,,
btc-updown-15m-1789443900,15m,2e moitié,two_sided,0.48/S+0,down,0.48,1789443840.0,1789443900.0,91.0,False,True,False,,,,0.0,1.0,,0.0,0.0,,
btc-updown-15m-1789444800,15m,2e moitié,two_sided,0.48/S+0,up,0.48,1789444740.0,1789444800.0,100.0,False,True,False,,,,0.0,0.0,,0.0,0.0,,
btc-updown-15m-1789444800,15m,2e moitié,two_sided,0.48/S+0,down,0.48,1789444740.0,1789444800.0,91.0,True,False,False,,,,0.0,1.0,,,,,
btc-updown-15m-1789445700,15m,2e moitié,two_sided,0.48/S+0,up,0.48,1789445640.0,1789445700.0,100.0,False,True,False,,,,0.0,0.0,,0.0,0.0,,
btc-updown-15m-1789445700,15m,2e moitié,two_sided,0.48/S+0,down,0.48,1789445640.0,1789445700.0,91.0,True,False,False,,,,0.0,1.0,,,,,
btc-updown-15m-1789446600,15m,2e moitié,two_sided,0.48/S+0,up,0.48,1789446540.0,1789446600.0,100.0,False,True,False,,,,1.0,1.0,,0.0,0.0,,
btc-updown-15m-1789446600,15m,2e moitié,two_sided,0.48/S+0,down,0.48,1789446540.0,1789446600.0,91.0,True,False,False,,,,1.0,0.0,,,,,
btc-updown-15m-1789447500,15m,2e moitié,two_sided,0.48/S+0,up,0.48,1789447440.0,1789447500.0,100.0,False,True,False,,,,0.0,0.0,,0.0,0.0,,
btc-updown-15m-1789447500,15m,2e moitié,two_sided,0.48/S+0,down,0.48,1789447440.0,1789447500.0,91.0,True,False,False,,,,0.0,1.0,,,,,
btc-updown-15m-1789448400,15m,2e moitié,two_sided,0.48/S+0,up,0.48,1789448340.0,1789448400.0,100.0,False,True,False,,,,0.0,0.0,,0.0,0.0,,
btc-updown-15m-1789448400,15m,2e moitié,two_sided,0.48/S+0,down,0.48,1789448340.0,1789448400.0,91.0,False,True,True,1789448400.0,60.0,traversal,0.0,1.0,0.52,0.52,52.0,0.0034944000000000004,
btc-updown-15m-1789449300,15m,2e moitié,two_sided,0.48/S+0,up,0.48,1789449240.0,1789449300.0,100.0,False,True,False,,,,1.0,1.0,,0.0,0.0,,
btc-updown-15m-1789449300,15m,2e moitié,two_sided,0.48/S+0,down,0.48,1789449240.0,1789449300.0,91.0,True,False,False,,,,1.0,0.0,,,,,
btc-updown-15m-1789450200,15m,2e moitié,two_sided,0.48/S+0,up,0.48,1789450140.0,1789450200.0,100.0,False,True,False,,,,1.0,1.0,,0.0,0.0,,
btc-updown-15m-1789450200,15m,2e moitié,two_sided,0.48/S+0,down,0.48,1789450140.0,1789450200.0,91.0,True,False,False,,,,1.0,0.0,,,,,
btc-updown-15m-1789451100,15m,2e moitié,two_sided,0.48/S+0,up,0.48,1789451040.0,1789451100.0,100.0,False,True,False,,,,1.0,1.0,,0.0,0.0,,
btc-updown-15m-1789451100,15m,2e moitié,two_sided,0.48/S+0,down,0.48,1789451040.0,1789451100.0,91.0,False,True,False,,,,1.0,0.0,,0.0,0.0,,
btc-updown-15m-1789452000,15m,2e moitié,two_sided,0.48/S+0,up,0.48,1789451940.0,1789452000.0,100.0,False,True,False,,,,0.0,0.0,,0.0,0.0,,
btc-updown-15m-1789452000,15m,2e moitié,two_sided,0.48/S+0,down,0.48,1789451940.0,1789452000.0,91.0,False,True,False,,,,0.0,1.0,,0.0,0.0,,
btc-updown-15m-1789452900,15m,2e moitié,two_sided,0.48/S+0,up,0.48,1789452840.0,1789452900.0,100.0,False,True,False,,,,0.0,0.0,,0.0,0.0,,
btc-updown-15m-1789452900,15m,2e moitié,two_sided,0.48/S+0,down,0.48,1789452840.0,1789452900.0,91.0,False,True,False,,,,0.0,1.0,,0.0,0.0,,
btc-updown-15m-1789453800,15m,2e moitié,two_sided,0.48/S+0,up,0.48,1789453740.0,1789453800.0,100.0,False,True,False,,,,1.0,1.0,,0.0,0.0,,
btc-updown-15m-1789453800,15m,2e moitié,two_sided,0.48/S+0,down,0.48,1789453740.0,1789453800.0,91.0,True,False,False,,,,1.0,0.0,,,,,
btc-updown-15m-1789454700,15m,2e moitié,two_sided,0.48/S+0,up,0.48,1789454640.0,1789454700.0,100.0,False,True,False,,,,0.0,0.0,,0.0,0.0,,
btc-updown-15m-1789454700,15m,2e moitié,two_sided,0.48/S+0,down,0.48,1789454640.0,1789454700.0,91.0,False,True,True,1789454700.0,60.0,traversal,0.0,1.0,0.52,0.52,52.0,0.0034944000000000004,
btc-updown-15m-1789455600,15m,2e moitié,two_sided,0.48/S+0,up,0.48,1789455540.0,1789455600.0,100.0,False,True,False,,,,0.0,0.0,,0.0,0.0,,
btc-updown-15m-1789455600,15m,2e moitié,two_sided,0.48/S+0,down,0.48,1789455540.0,1789455600.0,91.0,True,False,False,,,,0.0,1.0,,,,,
btc-updown-15m-1789456500,15m,2e moitié,two_sided,0.48/S+0,up,0.48,1789456440.0,1789456500.0,100.0,False,True,False,,,,1.0,1.0,,0.0,0.0,,
btc-updown-15m-1789456500,15m,2e moitié,two_sided,0.48/S+0,down,0.48,1789456440.0,1789456500.0,91.0,True,False,False,,,,1.0,0.0,,,,,
btc-updown-15m-1789457400,15m,2e moitié,two_sided,0.48/S+0,up,0.48,1789457340.0,1789457400.0,100.0,False,True,False,,,,0.0,0.0,,0.0,0.0,,
btc-updown-15m-1789457400,15m,2e moitié,two_sided,0.48/S+0,down,0.48,1789457340.0,1789457400.0,91.0,False,True,True,1789457401.0,61.0,traversal,0.0,1.0,0.52,0.52,52.0,0.0034944000000000004,
btc-updown-15m-1789458300,15m,2e moitié,two_sided,0.48/S+0,up,0.48,1789458240.0,1789458300.0,100.0,False,True,False,,,,0.0,0.0,,0.0,0.0,,
btc-updown-15m-1789458300,15m,2e moitié,two_sided,0.48/S+0,down,0.48,1789458240.0,1789458300.0,91.0,True,False,False,,,,0.0,1.0,,,,,
btc-updown-15m-1789459200,15m,2e moitié,two_sided,0.48/S+0,up,0.48,1789459140.0,1789459200.0,100.0,False,True,False,,,,0.0,0.0,,0.0,0.0,,
btc-updown-15m-1789459200,15m,2e moitié,two_sided,0.48/S+0,down,0.48,1789459140.0,1789459200.0,91.0,True,False,False,,,,0.0,1.0,,,,,
btc-updown-15m-1789460100,15m,2e moitié,two_sided,0.48/S+0,up,0.48,1789460040.0,1789460100.0,100.0,False,True,False,,,,1.0,1.0,,0.0,0.0,,
btc-updown-15m-1789460100,15m,2e moitié,two_sided,0.48/S+0,down,0.48,1789460040.0,1789460100.0,91.0,True,False,False,,,,1.0,0.0,,,,,
btc-updown-15m-1789461000,15m,2e moitié,two_sided,0.48/S+0,up,0.48,1789460940.0,1789461000.0,100.0,False,True,False,,,,0.0,0.0,,0.0,0.0,,
btc-updown-15m-1789461000,15m,2e moitié,two_sided,0.48/S+0,down,0.48,1789460940.0,1789461000.0,91.0,True,False,False,,,,0.0,1.0,,,,,
btc-updown-15m-1789461900,15m,2e moitié,two_sided,0.48/S+0,up,0.48,1789461840.0,1789461900.0,100.0,False,True,False,,,,1.0,1.0,,0.0,0.0,,
btc-updown-15m-1789461900,15m,2e moitié,two_sided,0.48/S+0,down,0.48,1789461840.0,1789461900.0,91.0,False,True,False,,,,1.0,0.0,,0.0,0.0,,
btc-updown-15m-1789462800,15m,2e moitié,two_sided,0.48/S+0,up,0.48,1789462740.0,1789462800.0,100.0,False,True,False,,,,0.0,0.0,,0.0,0.0,,
btc-updown-15m-1789462800,15m,2e moitié,two_sided,0.48/S+0,down,0.48,1789462740.0,1789462800.0,91.0,False,True,True,1789462786.0,46.0,traversal,0.0,1.0,0.52,0.52,52.0,0.0034944000000000004,
btc-updown-15m-1789463700,15m,2e moitié,two_sided,0.48/S+0,up,0.48,1789463640.0,1789463700.0,100.0,False,True,False,,,,1.0,1.0,,0.0,0.0,,
btc-updown-15m-1789463700,15m,2e moitié,two_sided,0.48/S+0,down,0.48,1789463640.0,1789463700.0,91.0,False,True,True,1789463700.0,60.0,traversal,1.0,0.0,-0.48,-0.48,-48.0,0.0034944000000000004,
btc-updown-15m-1789464600,15m,2e moitié,two_sided,0.48/S+0,up,0.48,1789464540.0,1789464600.0,100.0,False,True,False,,,,1.0,1.0,,0.0,0.0,,
btc-updown-15m-1789464600,15m,2e moitié,two_sided,0.48/S+0,down,0.48,1789464540.0,1789464600.0,91.0,False,True,True,1789464579.0,39.0,traversal,1.0,0.0,-0.48,-0.48,-48.0,0.0034944000000000004,
btc-updown-15m-1789465500,15m,2e moitié,two_sided,0.48/S+0,up,0.48,1789465440.0,1789465500.0,100.0,False,True,False,,,,1.0,1.0,,0.0,0.0,,
btc-updown-15m-1789465500,15m,2e moitié,two_sided,0.48/S+0,down,0.48,1789465440.0,1789465500.0,91.0,False,True,False,,,,1.0,0.0,,0.0,0.0,,
btc-updown-15m-1789466400,15m,2e moitié,two_sided,0.48/S+0,up,0.48,1789466340.0,1789466400.0,100.0,False,True,False,,,,1.0,1.0,,0.0,0.0,,
btc-updown-15m-1789466400,15m,2e moitié,two_sided,0.48/S+0,down,0.48,1789466340.0,1789466400.0,91.0,False,True,True,1789466391.0,51.0,traversal,1.0,0.0,-0.48,-0.48,-48.0,0.0034944000000000004,
btc-updown-15m-1789467300,15m,2e moitié,two_sided,0.48/S+0,up,0.48,1789467240.0,1789467300.0,100.0,False,True,False,,,,0.0,0.0,,0.0,0.0,,
btc-updown-15m-1789467300,15m,2e moitié,two_sided,0.48/S+0,down,0.48,1789467240.0,1789467300.0,91.0,False,True,False,,,,0.0,1.0,,0.0,0.0,,
btc-updown-15m-1789468200,15m,2e moitié,two_sided,0.48/S+0,up,0.48,1789468140.0,1789468200.0,100.0,False,True,False,,,,1.0,1.0,,0.0,0.0,,
btc-updown-15m-1789468200,15m,2e moitié,two_sided,0.48/S+0,down,0.48,1789468140.0,1789468200.0,91.0,False,True,False,,,,1.0,0.0,,0.0,0.0,,
btc-updown-15m-1789469100,15m,2e moitié,two_sided,0.48/S+0,up,0.48,1789469040.0,1789469100.0,100.0,False,True,False,,,,1.0,1.0,,0.0,0.0,,
btc-updown-15m-1789469100,15m,2e moitié,two_sided,0.48/S+0,down,0.48,1789469040.0,1789469100.0,91.0,False,True,True,1789469082.0,42.0,traversal,1.0,0.0,-0.48,-0.48,-48.0,0.0034944000000000004,
btc-updown-15m-1789470000,15m,2e moitié,two_sided,0.48/S+0,up,0.48,1789469940.0,1789470000.0,100.0,False,True,False,,,,0.0,0.0,,0.0,0.0,,
btc-updown-15m-1789470000,15m,2e moitié,two_sided,0.48/S+0,down,0.48,1789469940.0,1789470000.0,91.0,False,True,True,1789469992.0,52.0,traversal,0.0,1.0,0.52,0.52,52.0,0.0034944000000000004,
